grp,pp,S,DID,peakVelL,peakVelR,MTL,MTR,accTimeL,accTimeR,decTimeL,decTimeR,accQL,accQR,IPerfL,IPerfR,IPerfEfL,IPerfEfR,HarmonicityL,HarmonicityR,fL,fR,vfTrajCircularityL,vfTrajCircularityR,vfCircularityL,vfCircularityR,q1L,q1R,q2L,q2R,q3L,q3R,q4L,q4R,maxangleL,maxangleR,MI,rho,flsPC,flsAmp,phDiffMean,phDiffStd,d4D,d3D,d2D,d1D,minPeakDelay,minPeakDelayNorm
1,6,1,1,0.60842,0.58845,3.0075,3.018,1.097,1.091,2.0015,1.946,0.36767,0.3433,1.7696,1.7637,1.8482,0.52744,0.29121,0.27238,0.13658,0.13658,0.65311,0.68337,0.51332,0.48186,0.69047,0.71763,0.5851,0.57753,0.82268,0.83433,0.61864,0.64641,3.1416,3.1416,0.74215,1,0.99949,0.27517,-0.041673,0.0068565,1.1645,0.31555,1.0699,-0.022888,0.0235,0.015628
1,6,1,1,0.71467,0.72995,2.252,2.262,0.824,0.756,1.475,1.563,0.345,0.32133,2.3632,2.3528,2.435,0.76107,0.13675,0.14062,0.17404,0.17404,0.69564,0.74192,0.33375,0.38379,0.75708,0.83375,0.60362,0.60562,0.90959,0.88917,0.64887,0.64639,3.1416,2.525,0.75069,1,0.9981,0.35495,-0.051924,0.0071293,1.2383,0.27652,1.1532,-0.030895,0,0
1,6,1,2,0.78659,0.80314,1.872,1.811,0.615,0.599,1.2275,1.279,0.33336,0.31651,2.8429,2.209,3.0798,0.33458,0.13887,0.1603,0.27011,0.27011,0.78646,0.79523,0.39155,0.37707,0.86314,0.82367,0.64825,0.61709,0.95053,0.93049,0.7349,0.75154,1.9457,3.1416,0.77118,1,0.99013,0.56664,-0.063243,0.0073827,1.2316,0.48032,1.057,-0.060282,-0.0165,-0.017628
1,6,1,2,0.717,0.74188,1.935,1.956,0.727,0.654,1.2595,1.318,0.35547,0.33181,2.7506,2.045,2.8173,0.36026,0.15297,0.21922,0.25391,0.25391,0.75055,0.73321,0.39797,0.3566,0.80699,0.79654,0.64858,0.66395,0.93926,0.88264,0.70103,0.70572,1.5708,1.5708,0.72893,1,0.99397,0.52055,-0.0336,0.0082733,1.2285,0.40721,1.1058,-0.018513,-0.0075,-0.0077519
1,6,1,2,0.77957,0.73467,1.801,1.819,0.684,0.664,1.125,1.166,0.375,0.35904,2.955,2.199,3.192,0.43359,0.12488,0.11241,0.23532,0.23532,0.74651,0.71186,0.34226,0.3382,0.82044,0.75744,0.63987,0.63637,0.90397,0.87621,0.70493,0.6832,1.8697,3.1416,0.74043,1,0.99561,0.48223,-0.05761,0.00656,1.228,0.29056,1.1418,-0.041226,0,0
1,6,1,3,0.71334,0.69309,1.564,1.642,0.552,0.554,1.053,1.053,0.34357,0.34517,3.4028,1.5831,3.6824,-0.17018,0.076488,0.098656,0.30839,0.30839,0.70897,0.72029,0.37546,0.3452,0.77157,0.76556,0.63748,0.60725,0.88775,0.87279,0.69924,0.681,2.8828,2.2863,0.72535,1,0.9773,0.65498,-0.0046345,0.012864,1.1996,0.38034,1.0946,-0.014042,0.01,0.012788
1,6,1,3,0.8105,0.7556,1.6725,1.705,0.6125,0.5695,1.092,1.1385,0.35225,0.31976,3.182,1.5246,3.439,0.12786,0.076495,0.07502,0.29185,0.29185,0.76817,0.76487,0.3581,0.35136,0.83888,0.82911,0.66434,0.61194,0.95496,0.90674,0.70011,0.7043,2.718,3.1416,0.73286,1,0.98794,0.6107,-0.032445,0.0055315,1.2153,0.36691,1.0969,-0.023291,-0.0085,-0.010164
1,6,1,3,0.78088,0.73669,1.669,1.7285,0.6375,0.6235,1.039,1.114,0.37362,0.35904,3.1887,1.504,3.3498,0.099123,0.092767,0.10091,0.28388,0.28388,0.75418,0.73523,0.32434,0.32645,0.83255,0.77706,0.67179,0.63577,0.8959,0.87253,0.68787,0.69234,2.8943,1.5708,0.73298,1,0.98869,0.59444,-0.022202,0.0073901,1.2158,0.34253,1.1173,-0.015323,-0.0125,-0.014979
1,6,2,1,0.81278,0.7413,1.9045,1.889,0.747,0.6675,1.146,1.2225,0.39461,0.365,2.7947,2.8174,3.1132,1.0225,0.15409,0.15167,0.27011,0.27011,0.7808,0.73013,0.34235,0.35526,0.89073,0.80681,0.72336,0.65445,0.91359,0.90192,0.72554,0.6996,2.2605,2.1232,0.74683,1,0.99872,0.52511,-0.081273,0.0093309,1.2879,0.29985,1.2049,-0.036803,-0.031,-0.032554
1,6,2,1,0.87282,0.80684,1.734,1.7315,0.6545,0.6115,1.079,1.1315,0.3862,0.34743,3.0692,3.0736,3.2444,1.0901,0.15898,0.11862,0.30438,0.30438,0.81541,0.79488,0.36021,0.3408,0.92861,0.86528,0.74948,0.70739,0.9461,0.92689,0.77258,0.74038,3.1416,2.0474,0.75696,1,0.99948,0.57121,-0.074758,0.0088034,1.2814,0.40586,1.14,-0.053142,-0.005,-0.005767
1,6,2,1,0.8198,0.8114,1.704,1.7225,0.677,0.5845,1.064,1.1455,0.39475,0.33341,3.1232,3.0897,3.3681,1.1242,0.13058,0.085081,0.29524,0.29524,0.79585,0.80173,0.30105,0.37644,0.8685,0.86249,0.71564,0.68093,0.91597,0.95849,0.76184,0.70666,3.0374,2.009,0.79564,1,0.99823,0.57035,-0.10509,0.0075854,1.267,0.38894,1.1423,-0.088266,-0.021,-0.024648
1,6,2,2,0.84168,0.81043,1.639,1.663,0.647,0.597,1.004,1.028,0.40211,0.36825,3.2471,2.4053,3.511,0.65883,0.10069,0.10216,0.28646,0.28646,0.8163,0.76889,0.33205,0.33695,0.91033,0.81471,0.7499,0.65589,0.91091,0.92428,0.76966,0.76889,3.1416,2.0969,0.73237,1,0.99511,0.57342,-0.025721,0.015854,1.2609,0.36962,1.1422,-0.0023213,0.003,0.0036608
1,6,2,2,0.85077,0.79401,1.4205,1.4345,0.5515,0.51,0.8895,0.898,0.37759,0.36897,3.7466,2.7885,3.9257,0.70017,0.092439,0.083415,0.34386,0.34386,0.82481,0.7812,0.31688,0.30705,0.9197,0.83524,0.76216,0.66355,0.89647,0.91975,0.7749,0.77007,3.1416,2.3036,0.7385,1,0.99972,0.62372,-0.036551,0.015117,1.2602,0.42501,1.1134,-0.012315,0.0025,0.0035199
1,6,2,2,0.82897,0.82712,1.465,1.4885,0.5995,0.5165,0.883,0.9425,0.41134,0.35549,3.6327,2.6873,3.9495,0.63336,0.10904,0.097038,0.34782,0.34782,0.81579,0.7985,0.31976,0.37648,0.90199,0.88024,0.74565,0.68439,0.9089,0.92907,0.77043,0.77252,1.6879,1.4934,0.73756,1,0.99922,0.63957,-0.01015,0.0072974,1.2672,0.42796,1.1109,-0.011748,0.0005,0.00068259
1,6,2,3,0.82823,0.85557,1.2485,1.271,0.4815,0.4615,0.764,0.8045,0.39237,0.36754,4.2627,2.0452,4.3017,-0.0076818,0.083804,0.082418,0.40303,0.40303,0.82301,0.82731,0.28716,0.28649,0.87898,0.85466,0.77154,0.75474,0.90139,0.92949,0.74649,0.76372,2.3584,1.5708,0.73956,1,0.99245,0.75368,0.050215,0.01224,1.2342,0.50706,1.0506,0.029742,0.0025,0.0040048
1,6,2,3,0.88737,0.8777,1.265,1.2545,0.518,0.4655,0.7265,0.8005,0.40962,0.36297,4.2071,2.0722,4.486,0.27805,0.073169,0.072829,0.39725,0.39725,0.86786,0.82915,0.30651,0.33061,0.92947,0.87648,0.8051,0.74608,0.93348,0.94566,0.82854,0.78218,1.5708,1.3832,0.74359,1,0.98865,0.76129,-0.026111,0.0089268,1.2692,0.55269,1.0652,-0.021252,-0.0215,-0.033992
1,6,2,3,0.84343,0.87868,1.273,1.259,0.506,0.444,0.754,0.812,0.3995,0.35188,4.1806,2.0647,4.4214,0.3388,0.089613,0.081677,0.40409,0.40409,0.83236,0.8099,0.27463,0.32784,0.91543,0.879,0.78096,0.73144,0.90435,0.9133,0.78909,0.75515,2.6725,1.4498,0.74426,1,0.97847,0.79812,-0.032217,0.0090269,1.2463,0.54901,1.0366,-0.036926,-0.01,-0.015711
1,6,3,1,0.87044,0.801,1.882,1.8325,0.688,0.6795,1.139,1.183,0.38946,0.37143,2.8279,2.9042,3.3948,0.88697,0.10411,0.13356,0.26537,0.26537,0.81766,0.75852,0.34223,0.36959,0.92676,0.85315,0.72483,0.67996,0.93926,0.9164,0.76956,0.73576,3.1416,2.2397,0.7465,1,0.99707,0.52926,-0.046992,0.0058187,1.3073,0.26235,1.225,-0.024934,-0.047,-0.049947
1,6,3,1,0.86091,0.86586,1.479,1.526,0.625,0.5855,0.8525,0.9385,0.42279,0.3802,3.5987,3.4875,3.9885,1.147,0.11886,0.1132,0.32552,0.32552,0.83432,0.8452,0.29959,0.31792,0.89385,0.89959,0.76413,0.71535,0.90945,0.93141,0.81777,0.82304,2.9219,2.3474,0.74187,1,0.99981,0.58441,-0.035614,0.0055727,1.2964,0.30226,1.2056,-0.028772,-0.0235,-0.031778
1,6,3,1,0.85356,0.87733,1.759,1.7635,0.7075,0.6365,1.0375,1.111,0.40736,0.36393,3.0256,3.0178,3.5414,1.1677,0.10039,0.098651,0.27743,0.27743,0.81834,0.79431,0.24589,0.34171,0.89662,0.91231,0.7417,0.73882,0.93155,0.92982,0.79542,0.73439,3.0974,2.2357,0.74759,1,0.99926,0.53184,-0.04282,0.0037684,1.3117,0.24666,1.2379,-0.035981,-0.02,-0.02274
1,6,3,2,0.8966,0.86902,1.2305,1.2425,0.536,0.477,0.6745,0.75,0.43781,0.39098,4.325,3.2194,4.6654,0.8757,0.10084,0.062234,0.41853,0.41853,0.88749,0.83296,0.26877,0.33095,0.92119,0.88318,0.84775,0.75623,0.91309,0.90833,0.87016,0.81228,1.9508,1.5708,0.74439,1,0.995,0.76183,-0.026968,0.0090803,1.2782,0.41758,1.143,-0.022703,-0.018,-0.029256
1,6,3,2,0.88104,0.89786,1.3385,1.3335,0.575,0.5245,0.7895,0.8295,0.42518,0.37775,3.9762,2.9996,4.5608,0.65234,0.1198,0.057311,0.34467,0.37339,0.85145,0.84423,0.26876,0.32325,0.90695,0.91651,0.79468,0.79359,0.92584,0.92221,0.81321,0.76593,2.9695,1.5708,0.7325,1.0833,0.84619,0.63806,1.9022,0.90273,1.2819,0.38743,1.1589,-0.90981,-0.027,-0.040344
1,6,3,2,0.86398,0.83358,1.3075,1.298,0.572,0.4875,0.7335,0.8165,0.44142,0.37154,4.0704,3.0817,4.6277,0.66315,0.076402,0.049217,0.3756,0.3756,0.84459,0.79896,0.31628,0.29472,0.89556,0.88374,0.78352,0.73037,0.91273,0.90122,0.81772,0.75604,1.8327,1.5249,0.75361,1,0.99375,0.71402,-0.074612,0.0056371,1.2762,0.39715,1.1589,-0.071619,-0.038,-0.058126
1,6,3,3,0.91268,0.92376,1.135,1.13,0.519,0.457,0.642,0.7,0.43514,0.39027,4.6889,2.3004,5.1992,0.032121,0.087229,0.08647,0.44041,0.44041,0.88004,0.85273,0.32748,0.30581,0.91386,0.8916,0.83824,0.79568,0.9204,0.93639,0.84453,0.79187,2.054,1.4523,0.73449,1,0.98192,0.83041,-0.0016104,0.0072039,1.2598,0.52314,1.0788,-0.0041511,-0.001,-0.0017621
1,6,3,3,0.88578,0.86291,1.236,1.248,0.547,0.49,0.698,0.737,0.44156,0.39138,4.3058,2.0829,4.7142,0.086967,0.066307,0.060006,0.38365,0.38365,0.86862,0.81295,0.28428,0.27919,0.91326,0.87312,0.8158,0.74647,0.90897,0.89373,0.83244,0.74524,1.7249,1.3696,0.75569,1,0.9755,0.77975,-0.03265,0.0066553,1.2449,0.45616,1.0976,-0.025648,-0.021,-0.033981
1,6,3,3,0.86812,0.81341,1.1725,1.1655,0.5095,0.487,0.6395,0.654,0.44955,0.43035,4.539,2.2304,4.9106,-0.05442,0.073449,0.084693,0.42969,0.42969,0.85037,0.79746,0.26227,0.24936,0.88505,0.80975,0.79721,0.76211,0.9154,0.88507,0.84366,0.76548,3.0314,1.5708,0.74383,1,0.98683,0.80535,-0.017032,0.0034129,1.2397,0.40221,1.1345,-0.013965,-0.0045,-0.0076759
1,8,1,1,0.8253,0.81964,1.967,2.006,0.683,0.6565,1.329,1.363,0.34337,0.33074,2.7056,2.653,2.9259,0.60008,0.087208,0.057578,0.24172,0.24172,0.71597,0.73795,0.38766,0.35509,0.90705,0.91311,0.6176,0.64856,0.9316,0.92327,0.68622,0.69525,3.0201,2.8187,0.80383,1,0.99819,0.43325,0.054221,0.0022954,1.237,0.18754,1.1643,0.044968,0.0315,0.032028
1,8,1,1,0.75745,0.73154,1.8845,1.9025,0.6315,0.5795,1.274,1.2975,0.33942,0.30684,2.8244,2.7974,3.0483,0.59104,0.079001,0.05351,0.24671,0.24671,0.77408,0.72442,0.3842,0.38588,0.86525,0.85478,0.60336,0.59547,0.92059,0.86622,0.65721,0.66927,2.8819,2.3476,0.80252,1,0.99967,0.45612,0.049574,0.0026407,1.2014,0.21322,1.1191,0.039872,0.021,0.022287
1,8,1,1,0.7694,0.78678,2.109,2.091,0.7195,0.6705,1.3625,1.397,0.34923,0.32939,2.5235,2.5452,2.8091,0.59612,0.0879,0.053684,0.25599,0.25599,0.71435,0.76203,0.40928,0.33711,0.87882,0.921,0.59726,0.67345,0.91922,0.8963,0.67645,0.69114,3.1292,2.8521,0.81211,1,0.99884,0.46143,0.070167,0.0039567,1.213,0.1886,1.1431,0.04808,0.0365,0.034614
1,8,1,2,0.82974,0.80856,1.335,1.323,0.4735,0.4415,0.8135,0.8345,0.37244,0.35128,3.9865,3.0235,4.0934,0.45658,0.054621,0.04257,0.40303,0.40303,0.75571,0.73668,0.31924,0.31755,0.89494,0.88765,0.7209,0.65285,0.91294,0.85846,0.68411,0.71631,2.8138,3.0445,0.74776,1,0.99979,0.70083,0.048928,0.0036036,1.2293,0.15642,1.1706,0.028611,0.0175,0.026217
1,8,1,2,0.78286,0.71042,1.61,1.7395,0.565,0.56,1.0895,1.1285,0.34604,0.3312,3.3056,2.2995,3.5184,0.58014,0.076573,0.06034,0.29415,0.29415,0.72886,0.68334,0.37377,0.37791,0.86984,0.84259,0.62851,0.59651,0.9024,0.85377,0.69188,0.68148,3.1416,1.9019,0.77358,1,0.99883,0.51987,0.045064,0.0027016,1.2282,0.1879,1.1586,0.032182,0.027,0.03354
1,8,1,2,0.81829,0.88262,1.522,1.532,0.468,0.465,1.042,1.072,0.30586,0.3088,3.4967,2.611,3.8985,0.23021,0.045085,0.041256,0.33053,0.33053,0.73804,0.77506,0.3761,0.35649,0.90676,0.88481,0.62957,0.6869,0.94893,0.93954,0.71607,0.70545,2.3635,1.7684,0.78468,1,0.99641,0.63632,0.073328,0.0048354,1.2258,0.25429,1.1171,0.045306,0.045,0.059133
1,8,1,3,0.89452,0.83158,1.398,1.413,0.463,0.439,0.92,0.965,0.3338,0.31625,3.8068,1.8397,4.2833,-0.0067897,0.052922,0.035898,0.35807,0.35807,0.81029,0.77155,0.3648,0.25892,0.95866,0.90306,0.70078,0.66038,0.94516,0.8646,0.7319,0.68778,2.222,3.1416,0.80944,1,0.99928,0.65103,0.062664,0.0028862,1.2326,0.22017,1.142,0.04335,0.035,0.050072
1,8,1,3,0.87909,0.79339,1.433,1.4295,0.495,0.4555,0.925,0.9635,0.34536,0.31941,3.7138,1.8184,3.8996,0.017504,0.049108,0.036835,0.34386,0.34386,0.77662,0.73172,0.35866,0.30517,0.92927,0.87646,0.69368,0.67069,0.94877,0.87929,0.71477,0.68066,2.593,1.8458,0.82208,1,0.99622,0.65532,0.061767,0.003503,1.2292,0.20889,1.1447,0.043739,0.002,0.0027913
1,8,1,3,0.87709,0.87498,1.378,1.389,0.411,0.434,0.969,0.933,0.31691,0.32329,3.8621,1.8715,3.9826,0.081906,0.04942,0.03785,0.35807,0.35807,0.77554,0.78133,0.35587,0.30623,0.91087,0.92352,0.66091,0.72181,0.94229,0.90013,0.72068,0.69444,3.1416,1.5708,0.81849,1,0.9995,0.64477,0.076067,0.0045868,1.2157,0.24328,1.1127,0.046608,0.036,0.05225
1,8,2,1,0.82326,0.85351,1.587,1.5665,0.5635,0.619,1.031,0.9455,0.36247,0.36739,3.3535,3.3974,3.5484,0.9785,0.076056,0.05386,0.31672,0.31672,0.78195,0.81227,0.32214,0.2984,0.90977,0.91559,0.69305,0.69444,0.91231,0.90436,0.74508,0.78687,2.7179,2.0444,0.74674,1,0.99917,0.55712,0.017177,0.0020723,1.266,0.20016,1.193,0.019782,0.013,0.016383
1,8,2,1,0.81973,0.82078,1.751,1.7475,0.592,0.6,1.115,1.14,0.35459,0.34405,3.0394,3.0456,3.2425,0.97017,0.079098,0.046005,0.30307,0.30307,0.78781,0.76143,0.31724,0.32048,0.89812,0.91445,0.69955,0.67755,0.92029,0.88725,0.69305,0.71664,3.0603,2.717,0.73382,1,0.99929,0.57202,0.0047911,0.0014896,1.2698,0.16709,1.2028,0.0058922,-0.008,-0.0091376
1,8,2,1,0.82587,0.79937,1.6,1.62,0.573,0.558,1.043,1.045,0.36517,0.33682,3.3262,3.2851,3.582,1.2256,0.092816,0.061318,0.31137,0.31137,0.78349,0.75364,0.31728,0.33414,0.85872,0.86905,0.68922,0.66459,0.93434,0.91441,0.74426,0.73513,2.1706,2.5846,0.75674,1,0.99992,0.56327,0.026538,0.0015108,1.2771,0.18312,1.2065,0.023565,0.004,0.005
1,8,2,2,0.89476,0.86031,1.426,1.4405,0.5145,0.487,0.9145,0.929,0.35468,0.34186,3.7321,2.7768,3.8739,0.59743,0.060512,0.039479,0.34386,0.34386,0.80767,0.79014,0.33219,0.34708,0.92826,0.90357,0.73255,0.68046,0.95432,0.92176,0.76093,0.75653,3.1416,3.0912,0.73539,1,0.99985,0.60728,0.012724,0.0024053,1.2611,0.20447,1.1743,0.011251,0.009,0.012623
1,8,2,2,0.90129,0.84415,1.476,1.492,0.482,0.493,0.98,0.977,0.32112,0.33537,3.6056,2.681,4.1261,0.69564,0.079093,0.042522,0.34265,0.34265,0.81586,0.78002,0.35231,0.33948,0.94117,0.90662,0.71674,0.66744,0.96242,0.90853,0.75971,0.7596,1.924,1.744,0.76653,1,0.9997,0.62347,0.029025,0.0015639,1.2825,0.23661,1.1893,0.022378,0,0
1,8,2,2,0.85797,0.85108,1.383,1.368,0.474,0.474,0.91,0.917,0.34772,0.34868,3.8481,2.924,4.1198,0.4298,0.087725,0.047618,0.3522,0.3522,0.78732,0.78397,0.33643,0.32606,0.92816,0.89695,0.69796,0.70604,0.92693,0.9122,0.71727,0.72098,3.1416,1.6809,0.76764,1,0.99882,0.65031,0.030476,0.0019932,1.2553,0.27406,1.1451,0.029857,0,0
1,8,2,3,0.83241,0.80735,1.331,1.3385,0.445,0.4645,0.882,0.867,0.33757,0.33512,3.9985,1.9421,4.4949,0.15956,0.044227,0.038686,0.37042,0.37042,0.78729,0.77373,0.33132,0.34133,0.87225,0.86551,0.66618,0.61646,0.93363,0.86095,0.74974,0.77642,2.23,2.0222,0.73284,1,0.99762,0.6848,0.0054408,0.002014,1.2321,0.26682,1.1217,0.0053474,0.0115,0.01728
1,8,2,3,0.82979,0.81602,1.325,1.318,0.437,0.4535,0.869,0.858,0.34413,0.34761,4.0166,1.9723,4.5896,-0.10706,0.055808,0.058894,0.38147,0.38147,0.78471,0.79096,0.36425,0.32098,0.88811,0.88014,0.68022,0.62314,0.92534,0.85744,0.76355,0.81425,3.0854,1.5275,0.737,1,0.99268,0.72636,-0.020481,0.0046682,1.2234,0.2795,1.1209,-0.007476,0.0215,0.032453
1,8,2,3,0.85576,0.8463,1.377,1.43,0.452,0.4915,0.9305,0.9305,0.33906,0.34622,3.8649,1.8178,3.9931,0.3241,0.054901,0.047858,0.34877,0.34877,0.77957,0.79139,0.37118,0.3146,0.90694,0.89746,0.69197,0.67406,0.90845,0.90008,0.74309,0.78489,2.7319,1.5708,0.77645,1,0.99991,0.62528,0.031958,0.0017697,1.2295,0.22934,1.1309,0.026472,-0.0075,-0.010893
1,8,3,1,0.86842,0.82238,1.457,1.4375,0.523,0.533,0.9375,0.938,0.35354,0.36928,3.6527,3.7022,3.9897,1.0355,0.061648,0.042654,0.33908,0.33908,0.80569,0.80182,0.33777,0.28691,0.90351,0.89445,0.71613,0.69446,0.94046,0.90802,0.74449,0.75691,3.1416,2.4537,0.74038,1,0.99808,0.5791,0.032286,0.0020283,1.2673,0.22718,1.1805,0.022882,0.0085,0.011668
1,8,3,1,0.83184,0.87924,1.4335,1.493,0.501,0.521,0.957,0.9285,0.3494,0.35446,3.7126,3.5646,3.8019,0.99916,0.090396,0.057242,0.33908,0.33908,0.77912,0.8029,0.31986,0.33326,0.90049,0.93343,0.7014,0.75102,0.92389,0.90637,0.71178,0.74066,3.0483,2.0977,0.78747,1,0.99955,0.59398,0.055072,0.0026471,1.2611,0.28278,1.1483,0.049382,0.0025,0.003488
1,8,3,1,0.83428,0.88392,1.364,1.388,0.4655,0.5235,0.9,0.868,0.34534,0.37566,3.9018,3.8343,4.0596,1.0341,0.075544,0.035435,0.37435,0.37435,0.81301,0.84055,0.31854,0.29241,0.88986,0.92635,0.71475,0.76849,0.928,0.90654,0.7335,0.76766,2.3436,2.2113,0.78677,1,0.99779,0.62419,0.064408,0.0036448,1.2725,0.29891,1.1596,0.048479,0.0445,0.065249
1,8,3,2,0.85535,0.86321,1.359,1.341,0.4895,0.4805,0.8895,0.8775,0.35788,0.3569,3.9161,2.9828,4.1426,0.47791,0.072666,0.056163,0.35903,0.35903,0.78672,0.81584,0.32122,0.33567,0.9174,0.92877,0.73324,0.75485,0.89829,0.91626,0.731,0.77283,3.0421,3.1416,0.7674,1,0.99821,0.60735,0.052884,0.0032612,1.2637,0.32673,1.1359,0.043288,0.016,0.023547
1,8,3,2,0.88479,0.83613,1.2905,1.2875,0.4425,0.4855,0.822,0.8115,0.35337,0.38425,4.1239,3.1068,4.1755,0.41009,0.12307,0.084192,0.38752,0.38752,0.84419,0.79277,0.31841,0.31626,0.94141,0.89812,0.79539,0.7343,0.92512,0.86843,0.73355,0.74281,1.975,1.4839,0.79023,1,0.99963,0.68649,0.050908,0.0026709,1.2565,0.44229,1.0833,0.045123,0.0225,0.03487
1,8,3,2,0.88093,0.88929,1.311,1.3095,0.434,0.4795,0.8745,0.827,0.33382,0.36534,4.0595,3.0546,4.3955,0.45414,0.075714,0.065891,0.37287,0.37287,0.81108,0.82424,0.36183,0.29746,0.93398,0.91504,0.71684,0.72314,0.93805,0.87785,0.73121,0.76574,2.8598,1.5708,0.78992,1,0.99986,0.66287,0.065168,0.0028243,1.2546,0.3514,1.1033,0.06116,0.0375,0.057208
1,8,3,3,0.89458,0.89708,1.096,1.123,0.4075,0.4505,0.7055,0.663,0.36812,0.40987,4.8558,2.3148,5.1132,0.09067,0.092015,0.086754,0.44389,0.44389,0.84232,0.84057,0.31435,0.2959,0.92583,0.90929,0.7764,0.74212,0.93187,0.8845,0.7461,0.8217,1.5976,1.4398,0.76514,1,0.99829,0.7705,0.047044,0.0026639,1.2291,0.40888,1.0816,0.035504,0.0375,0.068431
1,8,3,3,0.88482,0.86836,1.175,1.165,0.426,0.47,0.747,0.719,0.35871,0.39547,4.5293,2.2313,4.5384,0.30409,0.076956,0.061921,0.42969,0.42969,0.83709,0.84228,0.28565,0.26587,0.93198,0.92089,0.79076,0.76457,0.91201,0.87768,0.73559,0.79487,3.0714,1.5214,0.7421,1,0.99511,0.77441,0.03686,0.0032436,1.2385,0.41463,1.0853,0.032307,0.013,0.022128
1,8,3,3,0.78006,0.7195,1.1475,1.1795,0.381,0.4385,0.7595,0.739,0.35049,0.36357,4.6379,2.204,4.6439,0.085073,0.058341,0.040471,0.41853,0.41853,0.73509,0.72403,0.28832,0.25609,0.85922,0.81007,0.68332,0.62979,0.85659,0.77431,0.6765,0.68465,2.379,2.371,0.80191,1,0.99969,0.69993,0.065811,0.0030144,1.1869,0.27599,1.1123,0.052082,0.017,0.02963
1,9,1,1,0.76448,0.74629,2.036,1.991,0.665,0.621,1.352,1.364,0.33223,0.33104,2.6139,2.673,2.5671,0.63485,0.070626,0.054789,0.23872,0.23872,0.75611,0.71421,0.31219,0.38061,0.90075,0.88087,0.6936,0.69215,0.87046,0.80708,0.64876,0.58138,3.1416,3.0547,0.73283,1,0.99896,0.46327,0.092513,0.017851,1.2049,0.30703,1.1026,0.048827,0.002,0.0019646
1,9,1,1,0.76716,0.77002,1.978,1.902,0.701,0.646,1.3475,1.283,0.34044,0.33634,2.6906,2.7981,2.5876,0.55538,0.075911,0.049969,0.25647,0.25647,0.72359,0.69436,0.34854,0.37509,0.89146,0.87943,0.6972,0.73558,0.79463,0.77087,0.61362,0.58909,3.1416,3.1416,0.76989,1,0.9951,0.44659,0.092564,0.010088,1.1939,0.28055,1.1066,0.061718,0.0425,0.042973
1,9,1,1,0.82753,0.78157,1.913,1.887,0.63,0.628,1.313,1.324,0.32631,0.32894,2.782,2.8203,3.0373,0.64299,0.076906,0.044009,0.24414,0.24414,0.78321,0.74507,0.3658,0.33805,0.95075,0.92643,0.72457,0.74498,0.89898,0.80351,0.71484,0.60436,3.1416,2.3274,0.80837,1,0.99856,0.4426,0.13743,0.013031,1.2446,0.28271,1.1575,0.08405,0.043,0.044956
1,9,1,2,0.79618,0.804,1.5,1.5545,0.484,0.4585,1.0395,1.0815,0.31505,0.31009,3.548,2.5732,3.4114,0.04235,0.066902,0.053243,0.30438,0.30438,0.79665,0.78051,0.32451,0.30537,0.91408,0.87009,0.72201,0.7161,0.90038,0.87111,0.70735,0.70753,2.1187,1.6993,0.77758,1,0.99982,0.5593,0.11975,0.021808,1.203,0.49961,1.0217,0.080105,0.0085,0.011333
1,9,1,2,0.8255,0.75569,1.6675,1.7645,0.5495,0.548,1.1305,1.165,0.32154,0.31883,3.1916,2.2672,3.1831,0.093687,0.049363,0.042904,0.28884,0.28884,0.76685,0.77629,0.32349,0.30661,0.93123,0.8838,0.73086,0.70093,0.86623,0.81591,0.69184,0.60324,2.6887,1.5708,0.75963,1,0.99696,0.56773,0.11326,0.013276,1.2182,0.32938,1.1007,0.065636,0.039,0.046777
1,9,1,2,0.88379,0.83509,1.4665,1.457,0.4565,0.4405,0.996,1.003,0.31642,0.30853,3.629,2.7454,3.7239,-0.016971,0.050915,0.035227,0.32106,0.32106,0.82427,0.7626,0.36093,0.32238,0.9499,0.89864,0.75795,0.73438,0.93568,0.86144,0.76504,0.65854,1.6655,1.5708,0.78553,1,0.99425,0.63339,0.12193,0.013974,1.221,0.47485,1.0339,0.092229,0.0105,0.01432
1,9,1,3,0.76322,0.78043,1.4365,1.435,0.4935,0.4815,0.912,0.9215,0.35735,0.34328,3.7051,1.8119,3.6762,-0.20262,0.083316,0.085996,0.35652,0.35652,0.77345,0.74535,0.29358,0.29912,0.87946,0.83596,0.72314,0.70111,0.84524,0.81534,0.69177,0.65243,1.7687,1.2412,0.79066,1,0.99921,0.64973,0.092116,0.0090864,1.1892,0.5004,1.0096,0.073542,0.0075,0.010442
1,9,1,3,0.81345,0.82784,1.328,1.33,0.433,0.4135,0.8885,0.9145,0.32682,0.31548,4.0075,1.9545,3.9109,-0.42875,0.096167,0.083008,0.36439,0.36439,0.8249,0.78914,0.3139,0.28746,0.90146,0.86572,0.71941,0.73095,0.93922,0.89578,0.77111,0.70643,1.5516,1.5708,0.83569,1,0.98802,0.71908,0.13653,0.0098257,1.2063,0.59395,0.98571,0.11785,0.019,0.028614
