grp,pp,S,DID,peakVelL,peakVelR,MTL,MTR,accTimeL,accTimeR,decTimeL,decTimeR,accQL,accQR,IPerfL,IPerfR,IPerfEfL,IPerfEfR,HarmonicityL,HarmonicityR,fL,fR,vfTrajCircularityL,vfTrajCircularityR,vfCircularityL,vfCircularityR,q1L,q1R,q2L,q2R,q3L,q3R,q4L,q4R,maxangleL,maxangleR,MI,rho,flsPC,flsAmp,phDiffMean,phDiffStd,d4D,d3D,d2D,d1D,minPeakDelay,minPeakDelayNorm
1,9,1,3,0.87547,0.73134,1.318,1.291,0.437,0.412,0.848,0.865,0.33602,0.32,4.0379,2.0135,3.9492,-1.1684,0.082369,0.073252,0.38726,0.38726,0.84853,0.68594,0.27227,0.30179,0.91848,0.75227,0.77683,0.7271,0.92692,0.83998,0.78896,0.52099,1.5708,1.5708,0.76386,1,0.93717,0.83454,0.12672,0.020451,1.1305,0.61831,0.91884,0.076749,0.007,0.010622
1,9,2,1,0.75128,0.8573,1.3995,1.3965,0.456,0.4495,0.9435,0.907,0.32526,0.34103,3.8048,3.8109,4.1637,0.84358,0.075578,0.04738,0.3522,0.3522,0.72969,0.80974,0.3514,0.31514,0.79612,0.92027,0.60033,0.75108,0.94264,0.90504,0.72221,0.74427,3.1416,1.5326,0.7672,1,0.99963,0.63654,0.079571,0.0073897,1.2479,0.35665,1.1184,0.062571,0.0375,0.053591
1,9,2,1,0.79976,0.87879,1.4,1.409,0.459,0.449,0.935,0.94,0.32549,0.32071,3.8014,3.7771,3.7089,0.70728,0.069119,0.030181,0.35095,0.35095,0.79495,0.80692,0.33912,0.32113,0.83099,0.93858,0.61196,0.75185,0.93674,0.93296,0.72214,0.72851,1.9311,2.7533,0.74169,1,0.99854,0.59992,0.031377,0.0077721,1.2319,0.36934,1.0847,0.03608,0.012,0.017143
1,9,2,1,0.74079,0.839,1.441,1.536,0.486,0.496,1.019,0.98,0.32695,0.33477,3.6932,3.4648,3.7235,0.7778,0.072438,0.047871,0.31595,0.31595,0.69147,0.78123,0.34676,0.31694,0.80101,0.89823,0.5764,0.73163,0.89442,0.89992,0.69005,0.69097,2.3162,2.6375,0.70605,1,0.99544,0.53151,0.10814,0.019698,1.2243,0.30037,1.1318,0.061314,0.022,0.030534
1,9,2,2,0.77247,0.84613,1.1325,1.134,0.369,0.338,0.7525,0.815,0.32978,0.29974,4.6998,3.5273,5.003,0.39281,0.051333,0.044831,0.4534,0.4534,0.80031,0.79359,0.36029,0.29449,0.85772,0.89518,0.67761,0.68399,0.93451,0.89748,0.71316,0.71467,2.0157,1.6725,0.7625,1,0.99824,0.7758,0.064301,0.0078962,1.2284,0.47421,1.0527,0.032467,-0.0105,-0.018543
1,9,2,2,0.90465,0.87598,1.156,1.157,0.363,0.334,0.786,0.82,0.31631,0.29225,4.6037,3.4572,4.7365,0.46969,0.043526,0.038908,0.43194,0.43194,0.81138,0.80604,0.37116,0.34785,0.91482,0.93376,0.72504,0.73515,0.97804,0.93139,0.74929,0.72853,2.3393,1.5708,0.8014,1,0.99948,0.74337,0.093381,0.0082098,1.2399,0.51069,1.0249,0.065551,0.008,0.013841
1,9,2,2,0.67522,0.78163,1.257,1.2585,0.3925,0.35,0.854,0.8935,0.3206,0.28578,4.2338,3.1784,4.4788,0.48587,0.065654,0.035849,0.39786,0.39786,0.701,0.74805,0.36727,0.34386,0.75739,0.88881,0.5863,0.65718,0.86305,0.91334,0.64793,0.71473,1.7243,1.5042,0.84044,1,0.99983,0.67885,0.1302,0.0095185,1.1871,0.41254,1.0416,0.097445,0.0135,0.02148
1,9,2,3,0.89574,0.89684,1.174,1.165,0.341,0.339,0.806,0.814,0.29746,0.29556,4.5332,2.2313,4.7005,-0.032972,0.052322,0.068961,0.40838,0.40838,0.81058,0.79482,0.35097,0.28353,0.92361,0.96609,0.75233,0.70241,0.97048,0.88452,0.74846,0.72108,2.3418,1.4007,0.78455,1,0.99663,0.74071,0.087392,0.0056447,1.2144,0.58599,0.97572,0.074064,0.006,0.010221
1,9,2,3,0.8147,0.85323,1.0825,1.0755,0.3435,0.368,0.726,0.706,0.33848,0.34815,4.9163,2.417,5.2594,-1.3375,0.083402,0.077194,0.46064,0.46064,0.83319,0.82262,0.34368,0.28621,0.87637,0.80646,0.72964,0.80094,0.96118,0.92149,0.76398,0.67404,1.5708,1.3543,0.75006,1,0.93554,0.91405,0.11027,0.023607,1.1745,0.5887,0.96959,0.069998,0.0285,0.052656
1,9,2,3,0.81676,0.87664,1.0365,1.008,0.348,0.34,0.663,0.681,0.3479,0.33989,5.1346,2.5788,5.1983,-1.2527,0.12273,0.11949,0.49867,0.49867,0.79601,0.82326,0.32646,0.26293,0.84065,0.81419,0.73415,0.7613,0.95195,0.92814,0.7747,0.68728,1.5708,1.4601,0.78132,1,0.93155,0.94928,0.11609,0.014151,1.1472,0.5984,0.92608,0.088958,0.016,0.030873
1,9,3,1,0.8543,0.82843,1.4,1.3955,0.4865,0.487,0.923,0.9245,0.34859,0.34322,3.8014,3.8136,3.7401,0.87058,0.054842,0.038544,0.34386,0.34386,0.7874,0.82877,0.38253,0.31754,0.8759,0.93242,0.64741,0.74563,0.91826,0.88141,0.76155,0.73316,2.6781,2.9765,0.74788,1,0.99564,0.572,0.061232,0.010136,1.2572,0.42432,1.1066,0.041461,0.023,0.032857
1,9,3,1,0.86656,0.77403,1.486,1.485,0.541,0.528,0.943,0.967,0.3691,0.35606,3.5814,3.5838,3.6482,0.84278,0.052068,0.03607,0.33077,0.33077,0.79292,0.78462,0.32535,0.30818,0.89672,0.90197,0.69612,0.73167,0.92367,0.84709,0.76383,0.67645,2.133,1.9629,0.73194,1,0.99956,0.58647,0.057321,0.014624,1.2618,0.33636,1.1539,0.038481,0.028,0.037685
1,9,3,1,0.84521,0.83982,1.4435,1.4525,0.501,0.499,0.9595,0.9595,0.34451,0.34681,3.6868,3.664,3.877,0.88879,0.049535,0.025382,0.33444,0.33444,0.78397,0.80294,0.34919,0.32548,0.8864,0.92148,0.68147,0.73428,0.91037,0.88978,0.748,0.71519,3.1416,1.6519,0.76265,1,0.99952,0.61225,0.094375,0.011334,1.2616,0.33908,1.1397,0.052624,0.026,0.036024
1,9,3,2,0.82597,0.86059,1.209,1.241,0.479,0.435,0.734,0.812,0.39726,0.34996,4.4019,3.2232,4.3795,0.1972,0.082305,0.079022,0.39438,0.39438,0.78649,0.8269,0.30327,0.28611,0.8564,0.91224,0.7061,0.74282,0.89281,0.89185,0.78623,0.76115,1.5708,1.5708,0.742,1,0.99384,0.73707,0.093191,0.015233,1.2197,0.52831,1.017,0.066142,0,0
1,9,3,2,0.8141,0.8817,1.1895,1.211,0.4425,0.417,0.7545,0.8165,0.36626,0.32815,4.4743,3.3031,4.374,0.21355,0.10826,0.065938,0.40023,0.40023,0.79313,0.82171,0.31753,0.32548,0.8604,0.94435,0.71018,0.76072,0.89763,0.88312,0.76885,0.74029,1.5708,1.539,0.77309,1,0.99964,0.68954,0.10085,0.013349,1.2335,0.47244,1.0535,0.074395,-0.0115,-0.019336
1,9,3,2,0.87407,0.85242,1.156,1.157,0.4205,0.371,0.7295,0.782,0.3618,0.33731,4.6039,3.4572,4.7609,0.23558,0.064352,0.059989,0.42832,0.42832,0.82092,0.81003,0.29771,0.27281,0.90293,0.91081,0.73404,0.72215,0.92265,0.87656,0.79399,0.75078,1.7562,3.1416,0.75381,1,0.99215,0.78506,0.067248,0.008489,1.2385,0.4962,1.0543,0.049128,0.001,0.0017301
1,9,3,3,0.84475,0.78804,1.079,1.094,0.378,0.367,0.689,0.698,0.35294,0.33333,4.9323,2.3761,4.9449,-0.46734,0.10012,0.10228,0.45839,0.45839,0.81701,0.73912,0.3354,0.25879,0.88253,0.85363,0.75101,0.72926,0.93085,0.80475,0.77522,0.66395,1.8623,2.36,0.77146,1,0.95496,0.89625,0.075657,0.012388,1.1735,0.5138,0.98582,0.060855,0.028,0.0519
1,9,3,3,0.82079,0.83076,1.032,1.047,0.368,0.349,0.665,0.683,0.35968,0.36615,5.1569,2.4828,5.1017,-0.38929,0.083742,0.15858,0.48828,0.48828,0.78209,0.78333,0.29663,0.25203,0.86849,0.87059,0.69552,0.75479,0.9199,0.84467,0.75168,0.7044,1.5708,1.3754,0.74733,1,0.98184,0.87061,0.044518,0.01145,1.2008,0.49097,1.0264,0.040383,0.001,0.001938
1,9,3,3,0.79316,0.79009,1.06,1.079,0.394,0.388,0.668,0.71,0.36802,0.34758,5.0207,2.4091,4.9682,-0.1768,0.10608,0.10434,0.46794,0.46794,0.76518,0.76379,0.32385,0.25617,0.85758,0.89882,0.73091,0.69389,0.86078,0.80392,0.70771,0.69614,1.5081,1.5708,0.7729,1,0.98591,0.8452,0.10191,0.009079,1.1928,0.47022,1.0275,0.066947,0.01,0.018868
2,1,1,1,0.76136,0.73927,2.402,2.346,0.8065,0.8695,1.5265,1.5055,0.34252,0.34856,2.2157,2.2686,2.317,0.6024,0.054062,0.050459,0.23371,0.23371,0.65361,0.66579,0.42696,0.38548,0.88567,0.91855,0.61111,0.64152,0.86363,0.78802,0.58594,0.57113,2.884,1.882,0.74059,1,0.99331,0.39986,0.07296,0.0068417,1.2082,0.1852,1.1666,0.056548,0.014,0.011657
2,1,1,1,0.84443,0.83319,2.4335,2.377,0.8685,0.8795,1.54,1.493,0.35613,0.35871,2.1872,2.2389,2.4531,0.65631,0.082093,0.044353,0.20177,0.20177,0.71316,0.75056,0.41548,0.38872,0.93989,0.93073,0.62258,0.70732,0.9324,0.93131,0.66463,0.68002,2.3215,3.1416,0.78012,1,0.97415,0.31272,0.10797,0.0084725,1.2357,0.20773,1.1913,0.064056,0.0385,0.031642
2,1,1,1,0.76045,0.79867,2.572,2.648,0.9295,0.966,1.6485,1.6595,0.35267,0.36308,2.0692,2.0098,2.2571,0.64389,0.088506,0.054535,0.19073,0.19073,0.66751,0.71869,0.44574,0.38389,0.87326,0.92912,0.56822,0.67534,0.92252,0.87914,0.56702,0.63207,3.1416,2.56,0.74774,1,0.94615,0.26803,0.13761,0.014396,1.187,0.27097,1.1296,0.081823,0.0705,0.054821
2,1,1,2,0.71846,0.80953,1.676,1.716,0.5275,0.4825,1.149,1.2075,0.31602,0.28495,3.1754,2.331,3.2016,0.14138,0.053823,0.045973,0.28722,0.28722,0.69924,0.70821,0.38247,0.35912,0.87974,0.90788,0.62749,0.6795,0.82139,0.87993,0.56537,0.6203,3.1416,2.2312,0.7434,1,0.99822,0.55465,0.02939,0.0032413,1.1752,0.22578,1.0908,0.021443,-0.004,-0.0047733
2,1,1,2,0.86338,0.86361,1.553,1.573,0.397,0.415,1.13,1.14,0.26444,0.28207,3.4269,2.5429,3.458,0.11559,0.041036,0.025378,0.31137,0.31137,0.77169,0.77198,0.44488,0.36286,0.97604,0.94363,0.73353,0.75658,0.92293,0.9095,0.63788,0.62208,3.1416,1.5708,0.85482,1,0.99997,0.57036,0.10071,0.0053657,1.2034,0.32859,1.0624,0.077544,0.022,0.028332
2,1,1,2,0.84325,0.88319,1.6715,1.6325,0.4815,0.513,1.1585,1.142,0.28989,0.32251,3.1839,2.4502,3.3019,0.14894,0.044731,0.034255,0.29431,0.29431,0.76505,0.79483,0.39226,0.32057,0.93751,0.91426,0.70661,0.76555,0.9407,0.94124,0.69802,0.69168,2.2841,1.5784,0.81963,1,0.99982,0.53383,0.085591,0.0039807,1.2406,0.25972,1.1372,0.07161,0.026,0.03111
2,1,1,3,0.85179,0.88011,1.476,1.4375,0.429,0.464,0.9755,0.9755,0.31522,0.33617,3.6056,1.8084,3.5777,-0.56499,0.053619,0.055067,0.35652,0.35652,0.74651,0.73983,0.35732,0.31166,0.93101,0.89782,0.70444,0.72746,0.9341,0.89716,0.65011,0.61607,3.1416,3.1416,0.76914,1,0.98886,0.70308,0.054056,0.0069158,1.1515,0.29071,1.0273,0.029376,0.0065,0.0088076
2,1,1,3,0.86459,0.82897,1.432,1.42,0.415,0.432,1.016,0.993,0.31216,0.30991,3.7164,1.8306,3.7621,-0.14511,0.044449,0.041838,0.35511,0.35511,0.78339,0.74387,0.37272,0.29794,0.95756,0.86195,0.74677,0.70818,0.90495,0.87157,0.68405,0.62689,3.1416,2.5137,0.83609,1,0.98017,0.7301,0.099323,0.0055883,1.1676,0.29563,1.0467,0.072645,0.021,0.02933
2,1,1,3,0.78748,0.81204,1.453,1.422,0.402,0.415,1.042,1.036,0.27749,0.28193,3.6627,1.828,3.7188,-0.40447,0.039509,0.044376,0.3522,0.3522,0.73578,0.74528,0.36019,0.355,0.9015,0.83186,0.68476,0.69454,0.92047,0.91618,0.66359,0.61687,2.2708,1.6561,0.85263,1,0.99295,0.68258,0.10463,0.0065809,1.1808,0.32336,1.0488,0.06905,0.032,0.044047
2,1,2,1,0.76143,0.79626,2.074,2.1825,0.695,0.7205,1.3865,1.4,0.33239,0.34276,2.566,2.4385,2.6614,0.95445,0.063524,0.050712,0.23475,0.23475,0.6864,0.70502,0.40044,0.37986,0.84856,0.92422,0.6096,0.65262,0.85787,0.8896,0.61827,0.65858,3.1416,3.1416,0.74982,1,0.99238,0.39781,0.054176,0.0041843,1.2664,0.13564,1.2255,0.023746,0.0255,0.02459
2,1,2,1,0.88174,0.87682,1.707,1.682,0.551,0.535,1.135,1.132,0.32671,0.32676,3.1177,3.164,3.4533,1.1816,0.033813,0.035766,0.29948,0.29948,0.78068,0.80355,0.38371,0.37388,0.95191,0.96408,0.70922,0.74404,0.95899,0.96313,0.70904,0.70253,1.7549,2.759,0.73675,1,0.99952,0.53582,0.025446,0.0019052,1.3048,0.14094,1.2483,0.014034,0.04,0.046866
2,1,2,1,0.81121,0.92033,1.772,1.775,0.562,0.573,1.153,1.182,0.34061,0.32743,3.0033,2.9983,3.2368,1.0395,0.038527,0.0325,0.27544,0.27544,0.72119,0.79145,0.3926,0.40381,0.89829,0.97915,0.67211,0.78392,0.9221,0.95195,0.63844,0.6829,1.7455,2.1445,0.74668,1,0.99299,0.46235,0.038405,0.0031126,1.2791,0.15595,1.2195,0.024853,0.023,0.025959
2,1,2,2,0.82595,0.82211,1.426,1.459,0.458,0.466,1.003,0.9865,0.30341,0.3311,3.7321,2.7416,4.1579,0.37865,0.038964,0.03717,0.32018,0.33619,0.79873,0.74228,0.38977,0.33568,0.89743,0.89715,0.68582,0.68632,0.96122,0.90579,0.7185,0.67954,2.4752,1.5708,0.79632,1,0.99975,0.61067,0.055881,0.0030226,1.2537,0.23027,1.1712,0.034063,0.025,0.035063
2,1,2,2,0.87856,0.85895,1.213,1.237,0.362,0.381,0.819,0.823,0.31217,0.32092,4.3874,3.2336,4.6206,0.60651,0.066058,0.048022,0.43403,0.43403,0.82171,0.78685,0.37235,0.34419,0.95162,0.92873,0.75057,0.72801,0.94327,0.90007,0.72613,0.72947,1.6627,1.5314,0.85449,1,0.99946,0.74655,0.095077,0.003886,1.2622,0.40567,1.1062,0.074942,0.033,0.054411
2,1,2,2,0.88204,0.88361,1.1855,1.215,0.3425,0.376,0.855,0.7995,0.28589,0.32695,4.4892,3.2922,4.6763,0.53271,0.036231,0.036486,0.4138,0.4138,0.79142,0.81274,0.33126,0.28118,0.93594,0.93233,0.73637,0.75127,0.92526,0.90378,0.71572,0.7042,2.1508,1.501,0.84784,1,0.99745,0.73926,0.08404,0.0030945,1.2465,0.35983,1.1063,0.071518,0.0475,0.080135
2,1,2,3,0.84671,0.89511,1.2525,1.2605,0.357,0.386,0.8905,0.859,0.28235,0.31525,4.249,2.0622,4.3647,0.19178,0.039873,0.028389,0.40023,0.40023,0.78875,0.81937,0.36724,0.32157,0.92535,0.92869,0.71769,0.73104,0.9465,0.90082,0.73032,0.70168,2.0127,1.5708,0.88727,1,0.99945,0.70629,0.11077,0.0037499,1.2209,0.40223,1.0644,0.090657,0.0315,0.050299
2,1,2,3,0.90992,0.89396,1.087,1.081,0.322,0.367,0.745,0.695,0.3075,0.36283,4.896,2.4047,4.8709,-0.27365,0.054214,0.058188,0.46064,0.46064,0.83853,0.83455,0.37616,0.29731,0.96913,0.91346,0.76481,0.81852,0.96868,0.92294,0.76476,0.7377,1.6113,1.5708,0.86419,1,0.99794,0.78599,0.11664,0.0039205,1.2396,0.51006,1.0477,0.10627,0.059,0.10856
2,1,2,3,0.90245,0.8343,1.127,1.11,0.313,0.337,0.787,0.763,0.28919,0.30636,4.7222,2.3419,4.6481,-0.34313,0.043983,0.039786,0.44222,0.44222,0.7923,0.78472,0.35384,0.26591,0.94422,0.87989,0.75027,0.75772,0.93226,0.85456,0.68483,0.65392,1.4706,1.3365,0.88754,1,0.9999,0.73972,0.10698,0.0039615,1.1947,0.38638,1.0454,0.089991,0.043,0.076309
2,1,3,1,0.76564,0.79577,1.564,1.532,0.4925,0.5045,1.0415,1.007,0.30955,0.32893,3.403,3.4738,3.5375,1.2527,0.049346,0.035419,0.32552,0.32552,0.73984,0.77927,0.3811,0.33092,0.84832,0.89287,0.66918,0.67974,0.9254,0.90957,0.68346,0.70194,3.1416,2.0418,0.79093,1,0.9986,0.56396,0.085088,0.0051493,1.2651,0.2477,1.191,0.056389,0.067,0.085678
2,1,3,1,0.81023,0.78506,1.556,1.5315,0.478,0.474,1.0665,1.068,0.31793,0.30782,3.4203,3.475,3.4916,0.7889,0.043892,0.039821,0.32124,0.32124,0.77697,0.77073,0.34052,0.33306,0.92039,0.8759,0.70253,0.65876,0.92309,0.89726,0.66402,0.69462,3.0149,1.5759,0.73004,1,0.99992,0.58442,0.033343,0.0042025,1.2417,0.26176,1.1523,0.020259,0.008,0.010283
2,1,3,1,0.81436,0.87703,1.449,1.4565,0.4745,0.511,0.979,0.9535,0.32528,0.35893,3.6729,3.6542,3.7126,0.9291,0.040364,0.047755,0.35095,0.35095,0.76794,0.81969,0.3214,0.30008,0.9079,0.9245,0.69072,0.75914,0.89695,0.92484,0.70564,0.74576,1.9184,3.1416,0.75829,1,0.99784,0.59381,0.056018,0.005861,1.2708,0.27261,1.1774,0.058961,0.014,0.019324
2,1,3,2,0.83883,0.76151,1.283,1.2875,0.3875,0.431,0.8785,0.867,0.30821,0.3324,4.1482,3.1068,4.4397,0.064475,0.044271,0.047101,0.39786,0.39786,0.77977,0.74252,0.38656,0.29321,0.90198,0.84445,0.68916,0.66106,0.94686,0.8365,0.73525,0.70541,2.3382,1.5286,0.82434,1,0.99833,0.71555,0.063724,0.0021816,1.2333,0.34019,1.1185,0.056315,0.0375,0.058457
2,1,3,2,0.8604,0.87217,1.1775,1.21,0.394,0.4205,0.805,0.782,0.32933,0.35262,4.5199,3.3058,4.6018,0.060169,0.0739,0.052252,0.4138,0.4138,0.83549,0.83575,0.3254,0.2858,0.95614,0.92838,0.75764,0.76893,0.9373,0.87752,0.74364,0.76862,1.4332,1.6361,0.87424,1,0.99941,0.72108,0.083286,0.0025969,1.24,0.49961,1.0526,0.07428,0.037,0.062845
2,1,3,2,0.85382,0.84014,1.125,1.1495,0.341,0.4035,0.774,0.7205,0.31875,0.36304,4.7308,3.4798,4.7,-0.06911,0.10129,0.10404,0.44041,0.44041,0.81775,0.82875,0.34461,0.25958,0.90949,0.90125,0.72751,0.73052,0.95526,0.8804,0.76349,0.79216,1.5708,2.3661,0.75106,1,0.99133,0.80231,0.13727,0.0031915,1.2287,0.57617,1.0027,0.13124,0.0595,0.10578
2,1,3,3,0.82965,0.88265,2.073,0.466,0.739,0.214,1.267,0.25,0.366,0.46352,2.5673,5.5782,2.6258,-1.6649,0.14814,1,0.23609,1.0731,0.81857,0.8458,0.29606,0.15253,0.94173,0.84914,0.74981,0.85194,0.90787,0.8534,0.74159,0.81705,3.1416,1.1229,0.068258,4.5,0.62629,0.59101,2.3797,0.98367,1.1997,1.1882,0.9198,-1.8556,1e-05,4.2918e-05
2,1,3,3,0.80631,0.88053,2.1015,0.477,0.779,0.211,1.334,0.263,0.3659,0.44635,2.5325,5.4496,2.547,-1.653,0.15935,1,0.21142,1.0269,0.79557,0.85739,0.35445,0.194,0.93098,0.88959,0.71061,0.87569,0.85317,0.87126,0.72149,0.8096,3.1416,1.0174,0.05792,5,0.45706,0.44746,2.3265,0.95834,1.2075,1.1661,0.9286,-0.85767,1.25e-05,5.2411e-05
2,1,3,3,0.8033,0.88534,2.0995,0.44,0.7735,0.203,1.3255,0.236,0.36526,0.46177,2.5349,5.9079,2.662,-1.3603,0.13063,1,0.23703,1.1283,0.7943,0.84982,0.35365,0.16313,0.87679,0.85324,0.71577,0.88077,0.87452,0.84752,0.75069,0.8152,3.1416,0.77199,0.050429,5,0.15201,0.13659,1.0409,0.94068,1.1925,1.1659,0.91898,-0.76819,2.1e-05,9.5455e-05
2,4,1,1,0.81536,0.79024,2.375,2.39,0.908,0.804,1.487,1.59,0.37592,0.32916,2.2408,2.2267,2.238,0.86376,0.1921,0.10969,0.21807,0.21807,0.69539,0.75919,0.39976,0.41447,0.9225,0.9179,0.61858,0.67286,0.79495,0.83872,0.62183,0.64225,1.8882,3.1416,0.74073,1,0.99439,0.37775,0.057372,0.0052643,1.253,0.29072,1.1484,0.039092,-0.02,-0.016842
2,4,1,1,0.75195,0.76283,2.311,2.2775,0.804,0.644,1.461,1.6055,0.36287,0.29687,2.3031,2.3368,2.3575,0.5917,0.23755,0.1753,0.21798,0.21798,0.7677,0.75173,0.48731,0.47251,0.91017,0.91303,0.62427,0.60345,0.82739,0.85247,0.60283,0.61035,3.1416,3.1416,0.77764,1,0.99853,0.39719,0.057639,0.0056375,1.1684,0.38145,1.0118,0.051187,0.0055,0.0047598
2,4,1,1,0.63822,0.76447,2.636,2.626,0.938,0.881,1.664,1.772,0.36836,0.32343,2.0189,2.0266,2.1639,0.67219,0.28574,0.137,0.17833,0.17833,0.69907,0.72224,0.47851,0.48233,0.82598,0.92617,0.58392,0.654,0.73559,0.87222,0.59529,0.61861,2.8892,3.1416,0.70951,1,0.99842,0.32854,0.016536,0.0049765,1.2211,0.30846,1.1064,0.0062151,-0.036,-0.027314
2,4,1,2,0.86636,0.80193,1.6725,1.621,0.4735,0.4445,1.186,1.18,0.2842,0.28216,3.182,2.4676,3.3812,0.44667,0.053276,0.096795,0.29839,0.29839,0.77538,0.78276,0.39243,0.35024,0.97962,0.94598,0.73052,0.72211,0.90959,0.89313,0.70736,0.73051,2.6715,1.5708,0.7481,1,0.99987,0.54238,0.017463,0.0033197,1.2172,0.58739,0.97734,0.014251,0.016,0.019133
2,4,1,2,0.85164,0.83413,1.719,1.7265,0.5555,0.495,1.163,1.2235,0.32935,0.28043,3.0959,2.3168,3.2274,0.2524,0.22082,0.06065,0.29668,0.29668,0.78431,0.80157,0.38087,0.36139,0.9662,0.95563,0.71196,0.72218,0.87938,0.90479,0.6623,0.72747,2.1008,2.3648,0.80077,1,0.9995,0.53138,0.073232,0.0048645,1.2025,0.52611,0.97724,0.060561,0.013,0.015125
2,4,1,2,0.79295,0.84942,1.763,1.7745,0.57,0.4635,1.208,1.307,0.32243,0.26499,3.0187,2.2542,3.1164,0.47046,0.1445,0.043791,0.27432,0.27432,0.72747,0.77111,0.40816,0.38231,0.89707,0.97414,0.67938,0.72307,0.84574,0.90032,0.60665,0.66721,1.824,1.5081,0.75174,1,0.99616,0.47277,0.025327,0.0033587,1.2127,0.42909,1.0328,0.02014,0.001,0.0011344
2,4,1,3,0.85104,0.78732,1.7775,1.7695,0.5715,0.5385,1.245,1.221,0.31981,0.29288,2.9941,1.4691,3.22,-0.1447,0.11007,0.05209,0.28432,0.28432,0.76355,0.7053,0.42538,0.36641,0.94337,0.90024,0.66065,0.60156,0.92483,0.85604,0.65581,0.639,2.357,3.1416,0.79262,1,0.99828,0.55184,0.082429,0.005261,1.2182,0.31181,1.0958,0.057605,0.017,0.019128
2,4,1,3,0.84705,0.89055,1.4755,1.4715,0.4545,0.4035,1.026,1.0655,0.30934,0.27795,3.6069,1.7665,3.5174,0.26061,0.10734,0.066881,0.33053,0.33053,0.77703,0.85611,0.39281,0.34122,0.95771,0.95732,0.70971,0.76894,0.89247,0.9418,0.70556,0.75687,2.3512,1.6695,0.79163,1,0.99535,0.55182,0.059107,0.003112,1.2182,0.62399,0.94559,0.055774,0.0145,0.019654
2,4,1,3,0.85418,0.82322,1.5225,1.5245,0.438,0.395,1.0665,1.1225,0.2964,0.26622,3.4955,1.7051,3.5558,-0.5193,0.056553,0.072638,0.32552,0.32552,0.77183,0.73996,0.35515,0.342,0.97017,0.90211,0.75387,0.74098,0.88913,0.87072,0.67277,0.60238,2.2789,1.4311,0.7627,1,0.98643,0.66925,0.032061,0.0070406,1.1812,0.5623,0.9512,0.03577,0.0185,0.024302
2,4,2,1,0.84196,0.82526,1.741,1.753,0.61,0.527,1.157,1.228,0.34663,0.29686,3.0568,3.0359,3.0488,0.72578,0.24134,0.047658,0.28646,0.28646,0.76432,0.75116,0.36333,0.40439,0.95367,0.94703,0.71221,0.71207,0.91823,0.88325,0.66903,0.63721,1.5708,3.1416,0.75314,1,0.9989,0.50976,0.031017,0.0068856,1.2312,0.52193,1.0236,0.036179,0.037,0.042504
2,4,2,1,0.88098,0.75193,1.746,1.716,0.548,0.553,1.16,1.187,0.31228,0.32494,3.0481,3.1014,3.2812,0.8612,0.12827,0.093194,0.28646,0.28646,0.79438,0.76983,0.37975,0.37866,0.9855,0.94229,0.74785,0.72762,0.9113,0.81812,0.70529,0.6686,2.6595,1.5708,0.76186,1,0.99788,0.50122,0.054027,0.0065066,1.2492,0.55054,1.0383,0.050015,0.044,0.050401
2,4,2,1,0.78667,0.79813,1.733,1.7115,0.611,0.607,1.071,1.116,0.35782,0.35061,3.0709,3.1096,3.1079,0.79666,0.11913,0.084063,0.28796,0.28796,0.74441,0.81076,0.35991,0.31686,0.92537,0.95349,0.717,0.77074,0.82745,0.83985,0.67164,0.68287,1.6557,1.5708,0.76057,1,0.99537,0.48959,0.031557,0.0032615,1.2352,0.51705,1.045,0.031801,0.0455,0.05251
2,4,2,2,0.72669,0.75653,1.483,1.466,0.482,0.484,0.9695,0.974,0.33637,0.3326,3.5886,2.7285,3.5694,0.052472,0.1616,0.028326,0.33444,0.33444,0.75918,0.72688,0.36111,0.2936,0.89205,0.86845,0.68871,0.66185,0.81269,0.79158,0.62226,0.63447,1.5708,1.4007,0.42768,1,0.99116,0.55035,0.50856,0.10491,1.1315,0.61132,0.97334,0.31391,0.0895,0.1207
2,4,2,2,0.8416,0.77453,1.4745,1.501,0.4955,0.5105,0.976,0.9655,0.33605,0.34233,3.6094,2.6649,3.6964,0.46823,0.068072,0.057949,0.33444,0.33444,0.78989,0.81678,0.33089,0.30157,0.96162,0.91626,0.77052,0.75485,0.90451,0.86274,0.70262,0.72693,2.3387,1.5383,0.77504,1,0.99938,0.58923,0.12964,0.0084594,1.2491,0.55346,1.0452,0.10954,0.05,0.06782
2,4,2,2,0.90656,0.86978,1.4915,1.4615,0.4605,0.5435,1.014,0.936,0.31879,0.36793,3.5682,2.7369,3.733,0.56548,0.057076,0.086352,0.33444,0.33444,0.80761,0.85598,0.39923,0.31075,0.99071,0.96258,0.78544,0.83319,0.93482,0.92129,0.74383,0.79531,1.4993,1.5708,0.77498,1,0.99991,0.59603,0.049523,0.0030235,1.276,0.63002,1.0302,0.042844,0.0565,0.075763
2,4,2,3,0.76848,0.78138,1.7745,0.5805,0.7255,0.2515,1.067,0.3195,0.39702,0.43847,2.9991,4.478,3.0027,-0.85977,0.30994,1,0.29033,0.87099,0.74034,0.79453,0.42242,0.15244,0.92167,0.85422,0.68935,0.82119,0.86767,0.77347,0.65283,0.76088,3.1416,1.2459,0.16553,3,0.65926,0.73812,-2.2386,0.49534,1.169,0.99769,0.93232,-1.2223,-2.5e-06,-8.6133e-06
