grp,pp,S,ID,peakVel,MT,accTime,decTime,accQ,IPerf,IPerfEf,Harmonicity,f,vfTrajCircularity,vfCircularity,q1,q2,q3,q4,maxangle
2,1,3,3,0.87606,1.102,0.36,0.736,0.34071,4.8293,5.293,0.083768,0.44582,0.8371,0.33998,0.93266,0.80328,0.94197,0.77277,2.0219
2,4,1,1,0.70237,0.331,0.155,0.181,0.48346,7.8534,11.031,1,1.3428,0.71597,0.19477,0.69485,0.83026,0.72975,0.6994,1.2984
2,4,1,1,0.78167,0.2845,0.14,0.148,0.50215,9.137,11.755,1,1.7439,0.78078,0.16363,0.79069,0.85379,0.7635,0.736,0.8612
2,4,1,1,0.72838,0.289,0.141,0.1395,0.4986,8.9947,10.242,1,1.7278,0.69538,0.14754,0.74439,0.70751,0.65448,0.7228,0.84249
2,4,1,2,0.91715,0.551,0.243,0.313,0.43825,7.2595,7.369,1,0.89844,0.86126,0.21268,0.91923,0.87863,0.8555,0.79932,1.3095
2,4,1,2,0.87862,0.5555,0.2415,0.3225,0.42529,7.2009,7.469,0.51134,0.90422,0.86332,0.1895,0.91622,0.85958,0.87881,0.8144,1.3317
2,4,1,2,0.84069,0.574,0.256,0.32,0.44905,6.9686,7.9825,1,0.86806,0.87527,0.20479,0.919,0.8862,0.87314,0.84008,1.2154
2,4,1,3,0.79413,0.875,0.298,0.6025,0.33495,6.0824,6.2704,0.11399,0.55804,0.76319,0.34372,0.89128,0.72441,0.90425,0.69075,3.1416
2,4,1,3,0.90714,0.879,0.289,0.59,0.32953,6.0545,5.9322,0.14871,0.55804,0.85887,0.30389,0.95397,0.82149,0.94532,0.77034,1.5769
2,4,1,3,0.84804,0.9335,0.2905,0.6455,0.30931,5.701,5.5221,0.14424,0.54253,0.8196,0.31413,0.93565,0.76895,0.93385,0.7541,1.4843
2,4,2,1,0.82305,0.275,0.132,0.1455,0.48133,9.4527,13.109,1,1.878,0.8276,0.16233,0.83864,0.89058,0.85444,0.80071,1.032
2,4,2,1,0.79809,0.2465,0.117,0.1275,0.48153,10.546,14.312,1,2.0419,0.80375,0.141,0.85543,0.85907,0.7873,0.76082,0.67401
2,4,2,1,0.85201,0.256,0.127,0.134,0.49434,10.154,12.575,1,1.9531,0.83477,0.16352,0.86024,0.9333,0.82527,0.76401,0.83414
2,4,2,2,0.86181,0.617,0.274,0.351,0.44231,6.483,7.4886,0.29053,0.78125,0.86512,0.21374,0.91798,0.88476,0.86476,0.77774,1.1297
2,4,2,2,0.8867,0.5875,0.261,0.3305,0.43762,6.8085,5.9759,1,0.84186,0.87418,0.2438,0.92842,0.90298,0.87459,0.80935,1.2118
2,4,2,2,0.88445,0.595,0.2735,0.3335,0.45082,6.7228,7.8842,1,0.84186,0.89533,0.25959,0.94181,0.93551,0.87856,0.81305,1.3944
2,4,2,3,0.65306,1.0225,0.347,0.6575,0.34424,5.2048,5.4281,0.10962,0.48828,0.71186,0.33602,0.83767,0.64526,0.75462,0.62239,2.2127
2,4,2,3,0.80314,0.9665,0.3015,0.6505,0.32286,5.5065,5.8628,0.10673,0.53478,0.76288,0.3429,0.92958,0.76054,0.87989,0.64815,1.5175
2,4,2,3,0.8049,0.985,0.3075,0.6835,0.3115,5.4031,5.533,0.11113,0.48828,0.79959,0.35192,0.92356,0.75763,0.89646,0.66792,1.3346
2,4,3,1,0.85477,0.2895,0.145,0.152,0.48864,8.9792,12.717,1,1.6044,0.8307,0.15998,0.81201,0.90675,0.83645,0.78256,1.1246
2,4,3,1,0.82226,0.238,0.119,0.1245,0.48183,10.922,16.883,1,2.1307,0.85362,0.13483,0.84986,0.93367,0.88277,0.80117,1.0487
2,4,3,1,0.87417,0.205,0.101,0.103,0.50121,12.68,16.553,1,2.3872,0.88675,0.1341,0.93715,0.88958,0.85329,0.88243,0.68156
2,4,3,2,0.85578,0.5785,0.259,0.324,0.4463,6.9144,7.6675,1,0.86806,0.85296,0.19092,0.90194,0.88159,0.85541,0.7771,1.4079
2,4,3,2,0.87666,0.5255,0.236,0.2855,0.45495,7.6119,8.3066,1,0.97656,0.88166,0.20126,0.91412,0.89764,0.8904,0.8237,1.3147
2,4,3,2,0.88592,0.4725,0.22,0.2555,0.45792,8.4656,9.4992,1,1.0615,0.88998,0.15683,0.9128,0.89902,0.89748,0.8515,1.1135
2,4,3,3,0.87672,1.019,0.318,0.708,0.32329,5.2227,5.4914,0.078485,0.48828,0.85801,0.33662,0.96909,0.86409,0.9164,0.68736,1.5708
2,4,3,3,0.87951,0.986,0.3245,0.6735,0.31922,5.3987,5.7444,0.14674,0.50863,0.85752,0.36161,0.98425,0.8619,0.92996,0.72455,1.5708
2,4,3,3,0.86203,0.989,0.2785,0.7005,0.28707,5.3814,5.7335,0.11798,0.52401,0.82563,0.3877,0.9713,0.83932,0.90937,0.64676,1.5708
2,5,1,1,0.88253,0.504,0.253,0.259,0.49031,5.1577,7.0038,1,0.97656,0.86197,0.17411,0.86361,0.87796,0.85501,0.83334,1.265
2,5,1,1,0.87236,0.496,0.2375,0.259,0.49092,5.2409,7.0792,1,0.97656,0.8763,0.16366,0.87518,0.89922,0.87575,0.82743,1.2194
2,5,1,1,0.8755,0.499,0.243,0.261,0.48294,5.2094,7.491,1,0.97656,0.85604,0.15069,0.86109,0.87492,0.85795,0.81414,1.1467
2,5,1,2,0.82752,0.8375,0.327,0.489,0.4199,4.7761,4.3021,0.22656,0.61928,0.75414,0.25017,0.80437,0.683,0.82814,0.70649,3.1416
2,5,1,2,0.82539,0.791,0.311,0.477,0.40351,5.0569,5.4699,0.293,0.65984,0.7991,0.24245,0.83385,0.75757,0.87842,0.74572,3.1416
2,5,1,2,0.84213,0.9465,0.3435,0.5675,0.37848,4.2261,4.6928,0.092471,0.55197,0.78803,0.24359,0.85021,0.73863,0.88383,0.72015,3.1416
2,5,1,3,0.80328,1.284,0.432,0.806,0.3476,4.1448,4.4827,0.097946,0.37977,0.76434,0.32186,0.91097,0.6883,0.89634,0.69865,2.8105
2,5,1,3,0.76669,1.3125,0.4435,0.86,0.34205,4.0548,4.301,0.086818,0.37202,0.78763,0.30322,0.89069,0.724,0.89326,0.72749,2.0269
2,5,1,3,0.88546,1.2265,0.427,0.786,0.34839,4.3391,4.7439,0.081645,0.41316,0.84372,0.30026,0.95242,0.78857,0.93451,0.7851,3.1416
2,5,2,1,0.87022,0.301,0.154,0.1455,0.50654,8.6361,12.911,1,1.6741,0.86397,0.12519,0.84405,0.9157,0.88085,0.83597,1.006
2,5,2,1,0.84749,0.28,0.142,0.135,0.50179,9.2838,12.338,1,1.8029,0.84977,0.16009,0.79946,0.88462,0.86362,0.79532,1.0223
2,5,2,1,0.82948,0.272,0.138,0.132,0.51656,9.5568,13.32,1,1.878,0.82607,0.14331,0.82188,0.89682,0.85205,0.79932,1.0466
2,5,2,2,0.7879,0.554,0.268,0.277,0.49362,7.2202,7.7705,0.73517,0.89844,0.81282,0.18856,0.80815,0.8006,0.82168,0.80306,1.1299
2,5,2,2,0.92088,0.571,0.268,0.309,0.46447,7.0053,7.769,0.70797,0.86388,0.89501,0.19487,0.8927,0.88155,0.93768,0.87118,1.2614
2,5,2,2,0.9279,0.4905,0.2295,0.262,0.46702,8.155,8.9394,1,1.0173,0.91282,0.18428,0.90657,0.91812,0.92488,0.88409,1.2265
2,5,2,3,0.75432,1.082,0.4115,0.653,0.39924,4.9186,5.4918,0.10935,0.47871,0.77156,0.23885,0.8257,0.73876,0.84713,0.71552,3.1416
2,5,2,3,0.84686,1.1015,0.3755,0.729,0.33835,4.8315,4.6475,0.079603,0.45211,0.78137,0.32004,0.8425,0.70624,0.90349,0.73301,3.1416
2,5,2,3,0.8659,1.004,0.368,0.6305,0.36761,5.3007,5.462,0.093203,0.51818,0.83526,0.259,0.89188,0.7769,0.9333,0.76806,1.5157
2,5,3,1,0.84962,0.2915,0.145,0.146,0.49483,8.9176,11.152,1,1.7439,0.84862,0.15782,0.79217,0.92328,0.85673,0.75899,1.038
2,5,3,1,0.87594,0.287,0.142,0.142,0.5,9.0574,12.723,1,1.7278,0.85202,0.15195,0.81386,0.9338,0.88354,0.78306,0.87244
2,5,3,1,0.86972,0.278,0.1435,0.14,0.50703,9.3506,12.382,1,1.8029,0.86128,0.14949,0.80404,0.94027,0.87832,0.79668,0.72152
2,5,3,2,0.87229,0.438,0.211,0.227,0.49412,9.1324,6.2188,1,1.2091,0.87457,0.17965,0.85452,0.88466,0.87965,0.84234,1.1529
2,5,3,2,0.87287,0.4,0.197,0.199,0.49874,10,10.399,1,1.2336,0.86619,0.15805,0.85112,0.89024,0.86759,0.83857,1.0808
2,5,3,2,0.92124,0.391,0.198,0.192,0.51297,10.23,11.02,1,1.3021,0.91905,0.15125,0.90806,0.93877,0.91914,0.90338,1.1341
2,5,3,3,0.85756,0.846,0.342,0.513,0.4078,6.2907,4.803,0.10003,0.57706,0.84447,0.22937,0.88899,0.80058,0.92253,0.79062,1.5104
2,5,3,3,0.8979,0.7335,0.314,0.42,0.43261,7.2555,7.2457,0.10881,0.67817,0.87888,0.2244,0.89152,0.84948,0.93324,0.82813,3.1416
2,5,3,3,0.83866,0.732,0.32,0.408,0.43984,7.2704,6.112,0.09853,0.67817,0.84465,0.25748,0.85359,0.81587,0.89741,0.80408,1.3756
2,7,1,1,0.7468,0.373,0.1785,0.1955,0.49326,6.9695,9.4389,1,1.0794,0.78223,0.16503,0.80152,0.83482,0.75737,0.75686,1.0925
2,7,1,1,0.79122,0.3145,0.163,0.151,0.5215,8.2654,11.339,1,1.4974,0.8371,0.12411,0.84009,0.88724,0.79402,0.7912,1.0096
2,7,1,1,0.86755,0.2575,0.1395,0.1255,0.54479,10.095,12.162,1,2.0282,0.86898,0.11873,0.88036,0.8778,0.80245,0.86667,0.78277
2,7,1,2,0.82676,0.9,0.337,0.5805,0.38293,4.4444,4.8353,0.18262,0.53478,0.82851,0.23968,0.92028,0.81898,0.86396,0.72295,1.3354
2,7,1,2,0.84153,0.799,0.335,0.467,0.42674,5.0063,4.682,0.58297,0.58594,0.83684,0.20106,0.89937,0.81015,0.83722,0.77794,3.1416
2,7,1,2,0.80315,0.693,0.307,0.351,0.4658,5.7732,5.989,1,0.71023,0.84052,0.19031,0.87583,0.85628,0.84624,0.79322,1.2371
2,7,1,3,0.79243,1.33,0.436,0.9,0.32768,4.0014,3.8975,0.089068,0.36621,0.78814,0.3624,0.95409,0.7901,0.87085,0.68668,2.3437
2,7,1,3,0.70763,1.301,0.452,0.8235,0.35506,4.0907,4.1085,0.086204,0.37802,0.71916,0.31834,0.86219,0.69583,0.76707,0.64086,3.1416
2,7,1,3,0.8761,1.158,0.407,0.739,0.36364,4.5958,4.7464,0.13067,0.44222,0.85088,0.30755,0.9341,0.81745,0.91689,0.79738,2.341
2,7,2,1,0.90745,0.3095,0.154,0.15,0.49916,8.3989,9.5215,1,1.6044,0.87384,0.17082,0.85655,0.95889,0.88445,0.80675,1.0005
2,7,2,1,0.78978,0.184,0.0985,0.0885,0.53501,14.128,15.317,1,2.6042,0.76023,0.13155,0.71629,0.8305,0.79425,0.7175,0.4405
2,7,2,1,0.88363,0.2435,0.128,0.116,0.52917,10.675,11.963,1,2.0419,0.88071,0.17015,0.82308,0.92674,0.87549,0.81679,1.0315
2,7,2,2,0.84238,0.498,0.244,0.255,0.47362,8.0337,9.073,1,0.97656,0.8546,0.16675,0.86483,0.88245,0.84988,0.80971,1.1821
2,7,2,2,0.73304,0.477,0.23,0.232,0.48737,8.3857,8.3264,1,1.2429,0.73334,0.21124,0.74588,0.74484,0.74399,0.72111,1.3785
2,7,2,2,0.8828,0.455,0.235,0.23,0.50216,8.7912,8.7979,1,1.1097,0.84611,0.15165,0.86351,0.88133,0.81264,0.82535,1.1314
2,7,2,3,0.89617,1.2885,0.453,0.832,0.36189,4.1303,4.5119,0.12975,0.38752,0.8482,0.32719,0.94424,0.78735,0.94731,0.78555,2.0313
2,7,2,3,0.90212,1.28,0.462,0.817,0.36923,4.1578,4.6802,0.11825,0.39063,0.86079,0.32771,0.94666,0.79055,0.94189,0.81762,1.5363
2,7,2,3,0.90305,0.9915,0.379,0.5945,0.39391,5.3676,5.5507,0.19271,0.52897,0.87196,0.29945,0.92526,0.82404,0.91681,0.8254,1.489
2,7,3,1,0.92064,0.273,0.138,0.138,0.49813,9.5218,11.668,1,1.878,0.91546,0.11524,0.85141,0.94638,0.92597,0.84801,0.80133
2,7,3,1,0.77746,0.2775,0.1345,0.137,0.50275,9.3677,10.77,1,1.709,0.78872,0.17451,0.7771,0.83332,0.81094,0.77046,1.162
2,7,3,1,0.86574,0.1545,0.082,0.072,0.54616,16.825,20.834,1,3.2087,0.83201,0.16225,0.85878,0.92493,0.84042,0.80337,0.44896
2,7,3,2,0.88603,0.576,0.29,0.2925,0.49442,6.9445,7.5931,1,0.83189,0.86084,0.16363,0.8589,0.86165,0.87805,0.86739,1.2477
2,7,3,2,0.7804,0.4615,0.228,0.2275,0.50612,8.6674,9.491,1,1.021,0.82222,0.16525,0.83562,0.83964,0.84254,0.83724,1.1379
2,7,3,2,0.93649,0.439,0.2175,0.2235,0.49417,9.1117,10.535,1,1.1719,0.91504,0.17899,0.90966,0.91469,0.9253,0.91504,1.0489
2,7,3,3,0.79415,1.203,0.4535,0.7175,0.38714,4.4239,4.9266,0.11758,0.42093,0.81187,0.25204,0.8566,0.76219,0.88685,0.76833,2.3389
2,7,3,3,0.77091,1.1295,0.4255,0.711,0.38079,4.7118,5.1111,0.078574,0.41853,0.79739,0.26752,0.8622,0.76488,0.8794,0.73985,1.6949
2,7,3,3,0.87817,1.1185,0.438,0.681,0.39006,4.7581,5.4025,0.17572,0.43846,0.86123,0.27758,0.91056,0.80526,0.9182,0.83055,1.5708
2,10,1,1,0.86485,0.6105,0.294,0.312,0.48945,4.2579,5.9274,1,0.84186,0.86757,0.18154,0.92156,0.87109,0.82914,0.85526,1.3684
2,10,1,1,0.83529,0.593,0.285,0.301,0.48502,4.3836,5.6947,1,0.83705,0.82003,0.18207,0.85139,0.82274,0.80592,0.80078,1.1072
2,10,1,1,0.84656,0.623,0.2965,0.3415,0.46024,4.1725,6.5633,1,0.78755,0.86215,0.18087,0.90007,0.88007,0.8564,0.81185,1.205
2,10,1,2,0.78405,0.888,0.394,0.504,0.44557,4.5046,4.2218,0.15143,0.50951,0.79646,0.25958,0.89031,0.8017,0.75864,0.72743,2.5824
2,10,1,2,0.87352,0.774,0.336,0.42,0.44312,5.168,5.29,0.23897,0.65104,0.86036,0.21195,0.91865,0.8583,0.85358,0.81295,1.3246
2,10,1,2,0.83413,0.6605,0.3095,0.346,0.48505,6.0561,6.1532,0.39439,0.76294,0.84185,0.20077,0.87219,0.84518,0.83808,0.80547,1.3958
2,10,1,3,0.78621,1.1145,0.428,0.687,0.39059,4.7752,4.4792,0.086421,0.42969,0.80461,0.29757,0.89503,0.7571,0.88578,0.7539,1.4797
2,10,1,3,0.80872,1.1365,0.461,0.6725,0.40859,4.6828,4.1703,0.10962,0.42832,0.80697,0.25898,0.90388,0.78623,0.85737,0.72101,3.1416
2,10,1,3,0.76439,1.334,0.4355,0.8475,0.35024,3.9895,3.9818,0.040571,0.37042,0.75831,0.3198,0.92936,0.75562,0.8245,0.63306,3.1416
2,10,2,1,0.8564,0.5145,0.238,0.2775,0.46509,5.0524,7.3627,1,1.0173,0.86181,0.14962,0.88792,0.84776,0.8526,0.83779,1.2085
2,10,2,1,0.86787,0.5465,0.2545,0.295,0.46189,4.7566,6.9159,1,0.90144,0.86151,0.1843,0.87411,0.82415,0.87689,0.85919,1.2498
2,10,2,1,0.92346,0.5045,0.226,0.2795,0.44765,5.1526,7.2588,1,1.0173,0.89186,0.18436,0.92707,0.84614,0.91351,0.87069,1.2476
2,10,2,2,0.88614,0.8005,0.315,0.478,0.39469,4.9969,5.9714,0.21051,0.626,0.86331,0.27862,0.90006,0.82125,0.91722,0.8096,1.5708
2,10,2,2,0.94782,0.8,0.331,0.481,0.40583,5,5.8394,0.37558,0.61384,0.89595,0.2828,0.93091,0.85528,0.94801,0.85714,1.5265
2,10,2,2,0.91553,0.712,0.3175,0.4065,0.43579,5.618,6.4904,0.33657,0.69754,0.87452,0.26063,0.89627,0.83601,0.93668,0.84474,3.1416
2,10,2,3,0.60432,1.228,0.3985,0.8245,0.31573,4.3338,5.1837,0.049725,0.40537,0.67061,0.42303,0.78199,0.56662,0.76131,0.60162,1.5708
2,10,2,3,0.78512,1.298,0.444,0.886,0.32985,4.1001,5.0709,0.051776,0.37692,0.75771,0.35221,0.90542,0.6986,0.8835,0.70019,1.6745
2,10,2,3,0.85862,1.187,0.425,0.748,0.35078,4.4835,5.0845,0.043431,0.41316,0.81171,0.31999,0.94422,0.77112,0.9151,0.73974,1.7625
2,10,3,1,0.93142,0.483,0.208,0.276,0.43048,5.3819,7.4128,1,1.019,0.85844,0.15608,0.91437,0.83645,0.90262,0.82627,1.1438
2,10,3,1,0.94351,0.465,0.2,0.262,0.43197,5.5902,8.4539,1,1.1097,0.89092,0.20565,0.93084,0.84269,0.93599,0.85023,1.2452
2,10,3,1,0.9495,0.484,0.21,0.274,0.43659,5.3708,8.7001,1,1.019,0.909,0.19877,0.95036,0.86108,0.93229,0.86755,1.1105
2,10,3,2,0.85774,0.6165,0.254,0.361,0.41382,6.4882,7.7366,0.26282,0.79572,0.84292,0.24111,0.88447,0.7767,0.90523,0.81219,1.2555
2,10,3,2,0.86042,0.605,0.2535,0.3545,0.41679,6.6116,7.2687,0.35156,0.80819,0.84572,0.20336,0.86606,0.78442,0.91429,0.82685,1.3783
2,10,3,2,0.89825,0.604,0.242,0.3615,0.40048,6.6225,7.7719,0.56998,0.84186,0.86347,0.28351,0.90276,0.81885,0.94441,0.82469,1.363
2,10,3,3,0.78786,1.003,0.302,0.713,0.30415,5.306,6.3822,0.027681,0.46503,0.68765,0.39114,0.90438,0.62767,0.8795,0.60439,2.4495
2,10,3,3,0.83299,1.049,0.276,0.759,0.27636,5.0733,6.4016,0.019887,0.48828,0.68846,0.39057,0.94208,0.63404,0.95129,0.6455,1.6486
2,10,3,3,0.80912,0.9485,0.2785,0.6755,0.29282,5.6109,6.5211,0.024438,0.50019,0.72715,0.39348,0.91145,0.65426,0.91909,0.6707,3.1416
