grp,pp,S,ID,peakVel,MT,accTime,decTime,accQ,IPerf,IPerfEf,Harmonicity,f,vfTrajCircularity,vfCircularity,q1,q2,q3,q4,maxangle
2,7,3,2,0.78681,1.108,0.4105,0.702,0.37481,4.8032,5.2089,0.085635,0.44222,0.76804,0.30253,0.87296,0.76343,0.84691,0.69946,3.1416
2,7,3,2,0.67409,0.9945,0.3665,0.633,0.36511,5.3514,5.8837,0.065966,0.51945,0.70476,0.30806,0.78107,0.65797,0.76949,0.64944,2.5058
2,10,1,1,0.76442,0.751,0.355,0.393,0.46594,3.4614,4.9103,0.26151,0.67817,0.78888,0.19616,0.79576,0.7742,0.80681,0.77633,1.4347
2,10,1,1,0.86658,0.6035,0.2875,0.3275,0.47238,4.3073,5.7022,1,0.83189,0.8418,0.16137,0.85984,0.81801,0.84086,0.82517,1.1839
2,10,1,1,0.87286,0.5965,0.289,0.314,0.47623,4.3579,4.9614,1,0.84186,0.84794,0.2142,0.88621,0.8069,0.83156,0.86806,1.141
2,10,1,2,0.75958,1.113,0.392,0.711,0.37003,4.7816,4.7686,0.07039,0.44582,0.77535,0.31692,0.89979,0.75139,0.84311,0.69917,1.5143
2,10,1,2,0.77729,1.083,0.437,0.656,0.40526,4.9141,4.5484,0.12398,0.46064,0.80915,0.32094,0.89078,0.751,0.85213,0.7603,1.776
2,10,1,2,0.86275,1.283,0.507,0.8245,0.3692,4.1481,4.0941,0.077233,0.36621,0.8422,0.29697,0.96274,0.80723,0.88101,0.767,3.1416
2,10,2,1,0.83195,0.549,0.2435,0.303,0.44314,4.735,6.0408,0.65543,0.89844,0.83877,0.17295,0.84488,0.72852,0.87248,0.86796,1.2437
2,10,2,1,0.86045,0.518,0.2345,0.2825,0.45158,5.0183,6.9083,1,0.97656,0.81709,0.15506,0.7972,0.76626,0.88133,0.83622,1.2763
2,10,2,1,0.82317,0.538,0.245,0.286,0.45636,4.8317,7.6768,1,0.9375,0.82829,0.22259,0.80008,0.75403,0.89895,0.87524,1.2812
2,10,2,2,0.76121,1.582,0.486,1.079,0.32669,3.3641,4.025,0.061686,0.2917,0.73009,0.3984,0.95541,0.73581,0.77892,0.61065,2.6784
2,10,2,2,0.74775,1.515,0.4585,1.05,0.30151,3.5128,4.1389,0.044509,0.33031,0.73936,0.38325,0.95627,0.72771,0.77044,0.58232,3.1416
2,10,2,2,0.62573,1.442,0.441,0.976,0.31672,3.6907,4.0925,0.052013,0.3155,0.63557,0.43138,0.79193,0.59251,0.69146,0.5831,2.1776
2,10,3,1,0.90046,0.542,0.218,0.316,0.41056,4.7961,7.922,0.4661,0.93587,0.87237,0.22732,0.89836,0.83197,0.9417,0.85004,1.2529
2,10,3,1,0.87203,0.474,0.203,0.272,0.41418,5.4841,8.8922,1,1.0653,0.83638,0.19369,0.8575,0.80441,0.86835,0.80589,1.146
2,10,3,1,0.90104,0.4905,0.208,0.282,0.42001,5.2996,7.9331,0.44926,1.021,0.88384,0.19314,0.91718,0.83603,0.90587,0.85469,1.2504
2,10,3,2,0.74708,1.0805,0.319,0.7595,0.30229,4.9256,5.7199,0.037505,0.45956,0.65084,0.34649,0.87131,0.61079,0.89291,0.61111,3.0078
2,10,3,2,0.83093,1.0195,0.3155,0.7085,0.30595,5.2202,6.1614,0.028422,0.48828,0.73259,0.38104,0.93962,0.69025,0.95059,0.68528,1.8677
2,10,3,2,0.77418,1.0415,0.325,0.717,0.30836,5.1099,5.5104,0.041585,0.48828,0.68546,0.33043,0.85433,0.6229,0.89713,0.62888,2.5099
