grp,pp,S,IDL,IDR,peakVelL,peakVelR,MTL,MTR,accTimeL,accTimeR,decTimeL,decTimeR,accQL,accQR,IPerfL,IPerfR,IPerfEfL,IPerfEfR,HarmonicityL,HarmonicityR,fL,fR,vfTrajCircularityL,vfTrajCircularityR,vfCircularityL,vfCircularityR,q1L,q1R,q2L,q2R,q3L,q3R,q4L,q4R,maxangleL,maxangleR,MI,rho,flsPC,flsAmp,phDiffMean,phDiffStd,d4D,d3D,d2D,d1D,minPeakDelay,minPeakDelayNorm
1,9,3,2,3,0.84521,0.83982,1.4435,1.4525,0.501,0.499,0.9595,0.9595,0.34451,0.34681,3.6868,3.664,3.877,0.88879,0.049535,0.025382,0.33444,0.33444,0.78397,0.80294,0.34919,0.32548,0.8864,0.92148,0.68147,0.73428,0.91037,0.88978,0.748,0.71519,3.1416,1.6519,0.78096,1,0.99952,0.61225,-0.094375,0.011334,1.2616,0.33908,1.1397,-0.049481,0.026,0.036024
2,1,1,1,1,0.90483,0.92956,0.434,0.428,0.18,0.201,0.252,0.222,0.4119,0.47304,5.9895,6.0735,7.3591,-1.2216,1,1,1.1719,1.1719,0.88359,0.88677,0.1873,0.13708,0.86485,0.86365,0.86549,0.86407,0.97209,0.92698,0.81842,0.89895,1.177,1.1022,0.72289,1,0.9968,0.99684,-0.36729,0.0080908,1.2274,0.93611,0.80784,-0.36413,0.055,0.25346
2,1,1,1,1,0.89501,0.81844,0.517,0.51,0.2145,0.2345,0.3085,0.2875,0.40778,0.43744,5.028,5.097,6.0518,-1.3958,1,1,0.9375,0.9375,0.84973,0.79942,0.19368,0.18149,0.89638,0.79089,0.78876,0.69093,0.86736,0.8031,0.84818,0.84614,1.2238,1.1591,0.75781,1,0.99931,0.99901,-0.19362,0.008601,1.1564,0.86957,0.74955,-0.17283,0.0275,0.10638
2,1,1,1,1,0.79539,0.79456,0.3955,0.39,0.198,0.1995,0.222,0.2335,0.4149,0.42522,6.575,6.6653,7.909,-2.6936,1,1,1.3486,1.3486,0.762,0.67738,0.22202,0.2044,0.79146,0.68769,0.71263,0.6347,0.77365,0.70938,0.75951,0.73682,1.25,1.1557,0.74703,1,0.97722,0.88461,-0.18583,0.0056854,1.087,0.73902,0.7539,-0.17723,0.021,0.10619
2,1,1,1,2,0.72128,0.72409,1.058,1.054,0.3205,0.297,0.706,0.7135,0.3241,0.30362,2.4571,3.7951,3.4273,0.56781,0.095717,0.046752,0.4695,0.4695,0.68786,0.68262,0.27017,0.35822,0.8298,0.87232,0.63449,0.64628,0.75946,0.79006,0.64359,0.6091,2.3368,3.1119,0.75236,1,0.98752,0.69063,-0.059696,0.01073,1.1103,0.50245,0.92414,-0.040888,-0.0105,-0.019849
2,1,1,1,2,0.85758,0.84189,0.803,0.8045,0.2605,0.265,0.5195,0.523,0.33717,0.33847,3.2372,4.972,4.7197,-0.17033,0.23353,0.12415,0.626,0.626,0.81159,0.77061,0.21225,0.28951,0.90608,0.87146,0.77084,0.70977,0.87634,0.88965,0.7301,0.71098,1.5708,1.1221,0.73046,1,0.99443,0.85528,-0.14976,0.0076167,1.1582,0.66594,0.89381,-0.13494,0.024,0.059776
2,1,1,1,2,0.84686,0.84044,0.8605,0.844,0.2855,0.3005,0.5725,0.5385,0.32777,0.35363,3.0209,4.7393,3.6647,-0.090388,0.21911,0.19208,0.59048,0.59048,0.79667,0.81081,0.22027,0.23612,0.917,0.87205,0.68288,0.75501,0.83946,0.89788,0.76975,0.76087,1.5708,1.894,0.77498,1,0.97111,0.76267,-0.094094,0.011202,1.1563,0.71214,0.86789,-0.079806,0.0215,0.049971
2,1,1,1,3,0.82624,0.82804,1.232,1.206,0.328,0.384,0.853,0.828,0.27342,0.31069,2.11,4.4129,3.1131,1.0438,0.02683,0.025645,0.40838,0.40838,0.74071,0.72277,0.27217,0.33225,0.87474,0.88552,0.70019,0.66202,0.86035,0.896,0.64102,0.65967,2.3599,1.8827,0.76625,1,0.97739,0.59472,-0.076684,0.0077706,1.1718,0.29475,1.0504,-0.040728,0.016,0.025974
2,1,1,1,3,0.72809,0.75146,1.337,1.31,0.376,0.407,0.947,0.906,0.29244,0.31472,1.9442,4.0625,2.5284,1.2766,0.033996,0.041609,0.35807,0.35807,0.68273,0.73211,0.3247,0.34218,0.87512,0.89433,0.64102,0.65189,0.75495,0.84504,0.60698,0.65538,1.906,3.1416,0.79441,1,0.97237,0.52312,-0.073801,0.006767,1.1597,0.33758,1.0554,-0.048559,0.016,0.023934
2,1,1,1,3,0.83154,0.87362,1.3365,1.346,0.393,0.4255,0.9405,0.9205,0.30265,0.30263,1.945,3.9539,2.3417,1.2509,0.034553,0.039245,0.38422,0.38422,0.72554,0.77489,0.33271,0.35709,0.87982,0.9649,0.62813,0.72867,0.80391,0.95961,0.66765,0.69474,1.9195,1.5708,0.77869,1,0.89462,0.45,-0.064054,0.0089143,1.1471,0.393,1.0041,-0.043174,0.013,0.019454
2,1,1,2,1,0.85179,0.88011,1.476,1.4375,0.429,0.464,0.9755,0.9755,0.31522,0.33617,3.6056,1.8084,3.5777,-0.56499,0.053619,0.055067,0.35652,0.35652,0.74651,0.73983,0.35732,0.31166,0.93101,0.89782,0.70444,0.72746,0.9341,0.89716,0.65011,0.61607,3.1416,3.1416,0.78946,1,0.98886,0.70308,-0.054056,0.0069158,1.1515,0.29071,1.0273,-0.030902,0.0065,0.0088076
2,1,1,2,1,0.86459,0.82897,1.432,1.42,0.415,0.432,1.016,0.993,0.31216,0.30991,3.7164,1.8306,3.7621,-0.14511,0.044449,0.041838,0.35511,0.35511,0.78339,0.74387,0.37272,0.29794,0.95756,0.86195,0.74677,0.70818,0.90495,0.87157,0.68405,0.62689,3.1416,2.5137,0.84536,1,0.98017,0.7301,-0.099323,0.0055883,1.1676,0.29563,1.0467,-0.070677,0.021,0.02933
2,1,1,2,1,0.78748,0.81204,1.453,1.422,0.402,0.415,1.042,1.036,0.27749,0.28193,3.6627,1.828,3.7188,-0.40447,0.039509,0.044376,0.3522,0.3522,0.73578,0.74528,0.36019,0.355,0.9015,0.83186,0.68476,0.69454,0.92047,0.91618,0.66359,0.61687,2.2708,1.6561,0.84507,1,0.99295,0.68258,-0.10463,0.0065809,1.1808,0.32336,1.0488,-0.0682,0.032,0.044047
2,1,1,2,2,0.71846,0.80953,1.676,1.716,0.5275,0.4825,1.149,1.2075,0.31602,0.28495,3.1754,2.331,3.2016,0.14138,0.053823,0.045973,0.28722,0.28722,0.69924,0.70821,0.38247,0.35912,0.87974,0.90788,0.62749,0.6795,0.82139,0.87993,0.56537,0.6203,3.1416,2.2312,0.76691,1,0.99822,0.55465,-0.02939,0.0032413,1.1752,0.22578,1.0908,-0.019048,-0.004,-0.0047733
2,1,1,2,2,0.86338,0.86361,1.553,1.573,0.397,0.415,1.13,1.14,0.26444,0.28207,3.4269,2.5429,3.458,0.11559,0.041036,0.025378,0.31137,0.31137,0.77169,0.77198,0.45796,0.36286,0.97604,0.94363,0.73353,0.75658,0.92293,0.9095,0.63788,0.62208,3.1416,1.5708,0.82605,1,0.99997,0.57036,-0.10071,0.0053657,1.2034,0.32859,1.0624,-0.074207,0.022,0.028332
2,1,1,2,2,0.84325,0.88319,1.6715,1.6325,0.4815,0.513,1.1585,1.142,0.28989,0.32251,3.1839,2.4502,3.3019,0.14894,0.044731,0.034255,0.29431,0.29431,0.76505,0.79483,0.39226,0.32057,0.93751,0.91426,0.70661,0.76555,0.9407,0.94124,0.69802,0.69168,2.2841,1.5784,0.82683,1,0.99982,0.53383,-0.085591,0.0039807,1.2406,0.25972,1.1372,-0.065867,0.026,0.03111
2,1,1,2,3,0.76136,0.73927,2.402,2.346,0.8065,0.8695,1.5265,1.5055,0.34252,0.34856,2.2157,2.2686,2.317,0.6024,0.054062,0.050459,0.23371,0.23371,0.65361,0.66579,0.42696,0.38548,0.88567,0.91855,0.61111,0.64152,0.86363,0.78802,0.58594,0.57113,2.884,1.882,0.79523,1,0.99331,0.39986,-0.07296,0.0068417,1.2082,0.1852,1.1666,-0.046464,0.014,0.011657
2,1,1,2,3,0.84443,0.83319,2.4335,2.377,0.8685,0.8795,1.54,1.493,0.35613,0.35871,2.1872,2.2389,2.4531,0.65631,0.082093,0.044353,0.20177,0.20177,0.71316,0.75056,0.41548,0.38872,0.93989,0.93073,0.62258,0.70732,0.9324,0.93131,0.66463,0.68002,2.3215,3.1416,0.90564,1,0.97415,0.31272,-0.10797,0.0084725,1.2357,0.20773,1.1913,-0.067821,0.0385,0.031642
2,1,1,2,3,0.76045,0.79867,2.572,2.648,0.9295,0.966,1.6485,1.6595,0.35267,0.36308,2.0692,2.0098,2.2571,0.64389,0.088506,0.054535,0.19073,0.19073,0.66751,0.71869,0.44574,0.38389,0.87326,0.92912,0.56822,0.67534,0.92252,0.87914,0.56702,0.63207,3.1416,2.56,0.81262,1,0.94615,0.26803,-0.13761,0.014396,1.187,0.27097,1.1296,-0.092199,0.0705,0.054821
2,1,2,1,1,0.89042,0.91442,0.523,0.517,0.2225,0.216,0.3005,0.3045,0.42232,0.41258,4.9703,5.028,6.8143,-0.84611,1,1,0.9375,0.9375,0.87873,0.89201,0.17007,0.18639,0.91599,0.89405,0.81354,0.8452,0.9076,0.94329,0.89109,0.86228,1.1579,1.0963,0.82427,1,0.99617,0.98858,-0.12819,0.0085376,1.2387,0.89593,0.85202,-0.14337,0.014,0.053537
2,1,2,1,1,0.88224,0.85753,0.3735,0.3715,0.1825,0.187,0.1925,0.187,0.4801,0.50566,6.9598,6.9972,9.6629,-1.4368,1,1,1.3021,1.3021,0.87704,0.84863,0.16549,0.13984,0.87703,0.84256,0.8807,0.84199,0.87837,0.85014,0.87057,0.8596,1.2121,1.1028,0.83763,1,0.99929,0.95668,-0.14771,0.0073589,1.2295,0.90476,0.84034,-0.14921,0.0185,0.099063
2,1,2,1,1,0.66986,0.65135,0.328,0.3275,0.16,0.1645,0.157,0.1445,0.51257,0.53988,7.9252,7.9373,8.3847,-3.3968,1,1,1.4323,1.4323,0.67146,0.62707,0.18533,0.18589,0.78289,0.66516,0.63336,0.60114,0.64647,0.61559,0.77628,0.74033,1.1665,1.2142,0.73762,1,0.99479,0.949,-0.065243,0.016217,1.0446,0.69549,0.73796,-0.046712,0.0015,0.0091463
2,1,2,1,2,0.88044,0.8902,0.725,0.715,0.2535,0.258,0.468,0.4505,0.3524,0.36475,3.5855,5.5953,5.6454,0.29425,0.31226,0.28758,0.65104,0.65104,0.84228,0.83365,0.24032,0.25275,0.95161,0.93226,0.79064,0.80852,0.87712,0.87033,0.78222,0.74631,1.2515,1.3246,0.80033,1,0.99939,0.90315,-0.071427,0.0048629,1.2155,0.74364,0.89294,-0.070431,0.0155,0.042759
2,1,2,1,2,0.91692,0.86584,0.7685,0.768,0.2825,0.295,0.488,0.4755,0.36343,0.38424,3.3825,5.2083,5.0258,0.36395,0.29231,0.2466,0.65104,0.65104,0.88088,0.84858,0.2513,0.27035,0.96898,0.90669,0.80537,0.80823,0.91784,0.89767,0.84583,0.788,1.1083,1.2135,0.82928,1,0.99277,0.86594,-0.10399,0.0052181,1.2375,0.79569,0.90856,-0.10603,0.0265,0.068966
2,1,2,1,2,0.89506,0.90701,0.713,0.711,0.274,0.277,0.44,0.435,0.38388,0.38683,3.6458,5.6259,5.1807,0.36035,0.33524,0.24956,0.71023,0.71023,0.86462,0.86611,0.24865,0.28109,0.94642,0.95482,0.76215,0.84276,0.88398,0.90374,0.82826,0.78366,1.5708,1.3641,0.80004,1,0.99602,0.91382,-0.095977,0.0063586,1.2247,0.74182,0.92597,-0.08499,0.02,0.056101
2,1,2,1,3,0.86432,0.89768,1.082,1.0765,0.344,0.3395,0.7375,0.7445,0.3142,0.31497,2.4025,4.9437,3.9043,1.4125,0.049132,0.030703,0.46064,0.46064,0.79925,0.85232,0.34699,0.39123,0.93811,0.96453,0.7517,0.7657,0.87052,0.95683,0.71198,0.75815,1.3763,1.9031,0.76295,1,0.98735,0.68033,-0.026764,0.0027655,1.2534,0.42935,1.0851,-0.020632,-0.009,-0.016636
2,1,2,1,3,0.80002,0.84703,1.159,1.157,0.327,0.359,0.826,0.793,0.30096,0.30654,2.2428,4.5998,3.107,1.4255,0.034409,0.020964,0.41316,0.41316,0.73431,0.75368,0.29942,0.3598,0.96383,0.96863,0.68128,0.77704,0.76259,0.82836,0.65511,0.64283,1.5708,2.333,0.7773,1,0.98531,0.62129,-0.043162,0.0060384,1.1921,0.33469,1.0837,-0.026577,0.01,0.017256
2,1,2,1,3,0.83742,0.88141,1.041,1.0365,0.3185,0.338,0.72,0.696,0.29864,0.33604,2.4971,5.1345,4.2443,1.2903,0.063716,0.051936,0.48828,0.48828,0.78983,0.8142,0.28918,0.347,0.94167,0.9408,0.7368,0.7695,0.8697,0.9081,0.69308,0.71278,1.4227,1.5708,0.78436,1,0.99301,0.7301,-0.032581,0.0021457,1.2306,0.46877,1.0476,-0.031061,0.0165,0.0317
2,1,2,2,1,0.84671,0.89511,1.2525,1.2605,0.357,0.386,0.8905,0.859,0.28235,0.31525,4.249,2.0622,4.3647,0.19178,0.039873,0.028389,0.40023,0.40023,0.78875,0.81937,0.36724,0.32157,0.92535,0.92869,0.71769,0.73104,0.9465,0.90082,0.73032,0.70168,2.0127,1.5708,0.86061,1,0.99945,0.70629,-0.11077,0.0037499,1.2209,0.40223,1.0644,-0.088246,0.0315,0.050299
2,1,2,2,1,0.90992,0.89396,1.087,1.081,0.322,0.367,0.745,0.695,0.3075,0.36283,4.896,2.4047,4.8709,-0.27365,0.054214,0.058188,0.46064,0.46064,0.83853,0.83455,0.37616,0.29731,0.96913,0.91346,0.76481,0.81852,0.96868,0.92294,0.76476,0.7377,1.6113,1.5708,0.88135,1,0.99794,0.78599,-0.11664,0.0039205,1.2396,0.51006,1.0477,-0.10673,0.059,0.10856
2,1,2,2,1,0.90245,0.8343,1.127,1.11,0.313,0.337,0.787,0.763,0.28919,0.30636,4.7222,2.3419,4.6481,-0.34313,0.043983,0.039786,0.44222,0.44222,0.7923,0.78472,0.35384,0.26591,0.94422,0.87989,0.75027,0.75772,0.93226,0.85456,0.68483,0.65392,1.4706,1.3365,0.86409,1,0.9999,0.73972,-0.10698,0.0039615,1.1947,0.38638,1.0454,-0.088794,0.043,0.076309
2,1,2,2,2,0.82595,0.82211,1.426,1.459,0.458,0.466,1.003,0.9865,0.30341,0.3311,3.7321,2.7416,4.1579,0.37865,0.038964,0.03717,0.32018,0.33619,0.79873,0.74228,0.38977,0.33568,0.89743,0.89715,0.68582,0.68632,0.96122,0.90579,0.7185,0.67954,2.4752,1.5708,0.81049,1,0.99975,0.61067,-0.055881,0.0030226,1.2537,0.23027,1.1712,-0.032006,0.025,0.035063
2,1,2,2,2,0.87856,0.85895,1.213,1.237,0.362,0.381,0.819,0.823,0.31217,0.32092,4.3874,3.2336,4.6206,0.60651,0.066058,0.048022,0.43403,0.43403,0.82171,0.78685,0.37235,0.34419,0.95162,0.92873,0.75057,0.72801,0.94327,0.90007,0.72613,0.72947,1.6627,1.5314,0.77492,1,0.99946,0.74655,-0.095077,0.003886,1.2622,0.40567,1.1062,-0.071709,0.033,0.054411
2,1,2,2,2,0.88204,0.88361,1.1855,1.215,0.3425,0.376,0.855,0.7995,0.28589,0.32695,4.4892,3.2922,4.6763,0.53271,0.036231,0.036486,0.4138,0.4138,0.79142,0.81274,0.33126,0.28118,0.93594,0.93233,0.73637,0.75127,0.92526,0.90378,0.71572,0.7042,2.1508,1.501,0.88241,1,0.99745,0.73926,-0.08404,0.0030945,1.2465,0.35983,1.1063,-0.069701,0.0475,0.080135
2,1,2,2,3,0.76143,0.79626,2.074,2.1825,0.695,0.7205,1.3865,1.4,0.33239,0.34276,2.566,2.4385,2.6614,0.95445,0.063524,0.050712,0.23475,0.23475,0.6864,0.70502,0.40044,0.37986,0.84856,0.92422,0.6096,0.65262,0.85787,0.8896,0.61827,0.65858,3.1416,3.1416,0.77314,1,0.99238,0.39781,-0.054176,0.0041843,1.2664,0.13564,1.2255,-0.022849,0.0255,0.02459
2,1,2,2,3,0.88174,0.87682,1.707,1.682,0.551,0.535,1.135,1.132,0.32671,0.32676,3.1177,3.164,3.4533,1.1816,0.033813,0.035766,0.29948,0.29948,0.78068,0.80355,0.38371,0.37388,0.95191,0.96408,0.70922,0.74404,0.95899,0.96313,0.70904,0.70253,1.7549,2.759,0.77658,1,0.99952,0.53582,-0.025446,0.0019052,1.3048,0.14094,1.2483,-0.013888,0.04,0.046866
2,1,2,2,3,0.81121,0.92033,1.772,1.775,0.562,0.573,1.153,1.182,0.34061,0.32743,3.0033,2.9983,3.2368,1.0395,0.038527,0.0325,0.27544,0.27544,0.72119,0.79145,0.3926,0.40381,0.89829,0.97915,0.67211,0.78392,0.9221,0.95195,0.63844,0.6829,1.7455,2.1445,0.7943,1,0.99299,0.46235,-0.038405,0.0031126,1.2791,0.15595,1.2195,-0.025236,0.023,0.025959
2,1,3,1,1,0.88046,0.84979,0.2505,0.253,0.1445,0.141,0.11,0.124,0.57457,0.52167,10.377,10.275,13.526,-4.7791,1,1,2.0345,2.0345,0.86847,0.887,0.15194,0.13925,0.83109,0.90868,0.93372,0.94084,0.86354,0.79886,0.87167,0.89097,0.75954,1.0389,0.79191,1,0.99699,0.80842,-0.14054,0.014229,1.2198,0.92627,0.78949,-0.10909,0.009,0.071856
2,1,3,1,1,0.90323,0.88989,0.236,0.236,0.129,0.1265,0.11,0.115,0.52849,0.49494,11.015,11.015,14.345,-1.9412,1,1,2.1307,2.1307,0.88704,0.8828,0.15105,0.15936,0.87014,0.87117,0.96911,0.91275,0.89428,0.8739,0.86736,0.89327,0.70785,0.91261,0.78745,1,0.99857,0.78424,-0.12685,0.011044,1.25,0.95293,0.81279,-0.13436,0.007,0.059322
2,1,3,1,1,0.8343,0.83949,0.264,0.262,0.1445,0.148,0.1225,0.1275,0.54995,0.53278,9.8464,9.9216,12.742,-4.2713,1,1,1.9531,1.9531,0.81326,0.86476,0.14147,0.10795,0.80363,0.87211,0.84043,0.90784,0.78708,0.74685,0.83382,0.87913,1.0587,0.89315,0.73206,1,0.9974,0.80877,-0.088331,0.010895,1.1702,0.86075,0.76974,-0.088152,0.0085,0.064394
2,1,3,1,2,0.79275,0.75861,0.498,1.0235,0.211,0.3865,0.283,0.6525,0.42285,0.39208,5.2198,3.9083,5.2829,0.026032,1,0.18884,0.99465,0.50637,0.7832,0.79091,0.16216,0.26312,0.77625,0.8846,0.76576,0.72901,0.82006,0.79062,0.75558,0.74219,1.3221,1.3966,0.094335,2,0.60957,0.6112,1.7049,0.71606,1.141,1.0509,0.84766,-0.13154,-0.0125,-0.050201
2,1,3,1,2,0.86121,0.75514,0.5215,0.937,0.2255,0.3775,0.29,0.558,0.4392,0.39227,4.9846,4.2689,6.3846,0.19019,1,0.3938,0.95622,0.52897,0.84257,0.77212,0.17115,0.26075,0.85608,0.92252,0.81891,0.74896,0.88714,0.73863,0.81587,0.7432,1.0291,1.5708,0.069849,1.8077,0.96736,0.98416,-0.30101,0.98719,1.1873,1.1279,0.90262,-5.9938,0.0135,0.051774
2,1,3,1,2,0.87577,0.82516,0.541,1.0555,0.214,0.441,0.312,0.625,0.40493,0.37926,4.8049,3.7897,6.3555,0.22704,1,0.14004,0.93971,0.46064,0.83544,0.82053,0.1961,0.25629,0.85899,0.93564,0.76623,0.79474,0.88007,0.78274,0.81742,0.77864,1.2402,3.1416,0.137,2,0.88427,0.90587,0.55687,0.47911,1.1883,1.1049,0.892,-0.27143,0.0325,0.12015
2,1,3,1,3,0.75163,0.73255,0.557,1.76,0.231,0.66,0.322,1.111,0.42029,0.36089,4.6669,3.0238,5.8207,0.82801,1,0.15128,0.8724,0.28646,0.72661,0.7591,0.16395,0.37504,0.72108,0.82073,0.70578,0.67207,0.78999,0.82879,0.70823,0.70569,0.97588,3.1416,0.12411,3,0.60655,0.67716,-0.014588,0.65311,1.1211,1.0106,0.89706,-0.87995,0.019,0.068223
2,1,3,1,3,0.82295,0.85612,0.565,1.6875,0.241,0.618,0.322,1.1255,0.43002,0.34646,4.6008,3.1537,6.0219,0.84438,1,0.095289,0.89518,0.29064,0.79995,0.80882,0.1595,0.34196,0.80414,0.93423,0.77169,0.699,0.85241,0.90707,0.77476,0.78,1.2587,3.1416,0.089512,3,0.73094,0.79891,-0.31917,0.77865,1.1716,1.1218,0.896,-1.1047,-0.005,-0.017699
2,1,3,1,3,0.74663,0.78012,0.553,1.7005,0.237,0.6205,0.3115,1.071,0.43046,0.35967,4.7007,3.1296,5.8656,0.71681,1,0.13249,0.88778,0.2917,0.75314,0.80084,0.16913,0.32817,0.77037,0.92061,0.73709,0.71904,0.78109,0.84427,0.74318,0.73671,1.0385,3.1416,0.096383,3,0.79458,0.87006,-2.3543,0.73736,1.1502,1.0807,0.91953,-1.8059,0.0015,0.005425
2,1,3,2,1,0.82965,0.88265,2.073,0.466,0.739,0.214,1.267,0.25,0.366,0.46352,2.5673,5.5782,2.6258,-1.6649,0.14814,1,0.23609,1.0731,0.81857,0.8458,0.29606,0.15253,0.94173,0.84914,0.74981,0.85194,0.90787,0.8534,0.74159,0.81705,3.1416,1.1229,0.066273,4.5,0.62629,0.59101,2.3327,0.98367,1.1997,1.1882,0.9198,4.9487,1e-05,4.2918e-05
2,1,3,2,1,0.80631,0.88053,2.1015,0.477,0.779,0.211,1.334,0.263,0.3659,0.44635,2.5325,5.4496,2.547,-1.653,0.15935,1,0.21142,1.0269,0.79557,0.85739,0.35445,0.194,0.93098,0.88959,0.71061,0.87569,0.85317,0.87126,0.72149,0.8096,3.1416,1.0174,0.059074,5,0.45706,0.44746,-2.3265,0.95834,1.2075,1.1661,0.9286,2.3531,1.25e-05,5.2411e-05
2,1,3,2,1,0.8033,0.88534,2.0995,0.44,0.7735,0.203,1.3255,0.236,0.36526,0.46177,2.5349,5.9079,2.662,-1.3603,0.13063,1,0.23703,1.1283,0.7943,0.84982,0.35365,0.16313,0.87679,0.85324,0.71577,0.88077,0.87452,0.84752,0.75069,0.8152,3.1416,0.77199,0.071727,5,0.15201,0.13659,-1.0409,0.94068,1.1925,1.1659,0.91898,1.4926,2.1e-05,9.5455e-05
2,1,3,2,2,0.83883,0.76151,1.283,1.2875,0.3875,0.431,0.8785,0.867,0.30821,0.3324,4.1482,3.1068,4.4397,0.064475,0.044271,0.047101,0.39786,0.39786,0.77977,0.74252,0.38656,0.29321,0.90198,0.84445,0.68916,0.66106,0.94686,0.8365,0.73525,0.70541,2.3382,1.5286,0.84777,1,0.99833,0.71555,-0.063724,0.0021816,1.2333,0.34019,1.1185,-0.054616,0.0375,0.058457
2,1,3,2,2,0.8604,0.87217,1.1775,1.21,0.394,0.4205,0.805,0.782,0.32933,0.35262,4.5199,3.3058,4.6018,0.060169,0.0739,0.052252,0.4138,0.4138,0.83549,0.83575,0.3254,0.2858,0.95614,0.92838,0.75764,0.76893,0.9373,0.87752,0.74364,0.76862,1.4332,1.6361,0.78404,1,0.99941,0.72108,-0.083286,0.0025969,1.24,0.49961,1.0526,-0.073779,0.037,0.062845
2,1,3,2,2,0.85382,0.84014,1.125,1.1495,0.341,0.4035,0.774,0.7205,0.31875,0.36304,4.7308,3.4798,4.7,-0.06911,0.10129,0.10404,0.44041,0.44041,0.81775,0.82875,0.34461,0.25958,0.90949,0.90125,0.72751,0.73052,0.95526,0.8804,0.76349,0.79216,1.5708,2.3661,0.74722,1,0.99133,0.80231,-0.13727,0.0031915,1.2287,0.57617,1.0027,-0.12784,0.0595,0.10578
2,1,3,2,3,0.76564,0.79577,1.564,1.532,0.4925,0.5045,1.0415,1.007,0.30955,0.32893,3.403,3.4738,3.5375,1.2527,0.049346,0.035419,0.32552,0.32552,0.73984,0.77927,0.3811,0.33092,0.84832,0.89287,0.66918,0.67974,0.9254,0.90957,0.68346,0.70194,3.1416,2.0418,0.82715,1,0.9986,0.56396,-0.085088,0.0051493,1.2651,0.2477,1.191,-0.055639,0.067,0.085678
2,1,3,2,3,0.81023,0.78506,1.556,1.5315,0.478,0.474,1.0665,1.068,0.31793,0.30782,3.4203,3.475,3.4916,0.7889,0.043892,0.039821,0.32124,0.32124,0.77697,0.77073,0.34052,0.3353,0.92039,0.8759,0.70253,0.65876,0.92309,0.89726,0.66402,0.69462,3.0149,1.5759,0.75629,1,0.99992,0.58442,-0.033343,0.0042025,1.2417,0.26176,1.1523,-0.020927,0.008,0.010283
2,1,3,2,3,0.81436,0.87703,1.449,1.4565,0.4745,0.511,0.979,0.9535,0.32528,0.35893,3.6729,3.6542,3.7126,0.9291,0.040364,0.047755,0.35095,0.35095,0.76794,0.81969,0.3214,0.30008,0.9079,0.9245,0.69072,0.75914,0.89695,0.92484,0.70564,0.74576,1.9184,3.1416,0.79321,1,0.99784,0.59381,-0.056018,0.005861,1.2708,0.27261,1.1774,-0.05887,0.014,0.019324
2,4,1,1,1,0.81165,0.90356,0.5975,0.5975,0.2695,0.272,0.3235,0.318,0.45328,0.46969,4.3507,4.3506,5.7196,-0.58436,1,1,0.84186,0.84186,0.8482,0.86897,0.16629,0.18489,0.91344,0.92002,0.8667,0.89098,0.82779,0.83837,0.79965,0.82177,1.0818,1.3253,0.81006,1,0.99678,0.99575,-0.10232,0.0078384,1.2286,0.86428,0.85817,-0.1071,0.02,0.066946
2,4,1,1,1,0.77711,0.83893,0.577,0.57,0.265,0.273,0.304,0.299,0.46833,0.47703,4.5051,4.5605,6.3922,-0.59471,1,1,0.86806,0.86806,0.81673,0.85589,0.1716,0.19261,0.8685,0.91624,0.85641,0.87478,0.76639,0.80482,0.767,0.84589,1.0647,1.2073,0.91128,1,0.99573,0.97324,-0.14454,0.0025228,1.2004,0.812,0.87762,-0.13366,0.024,0.083189
2,4,1,1,1,0.81871,0.78673,0.3895,0.3945,0.187,0.2,0.2035,0.1965,0.47767,0.51648,6.6739,6.5894,8.1025,-1.6161,1,1,1.285,1.285,0.84339,0.82373,0.15745,0.15477,0.87758,0.87205,0.86006,0.90277,0.79159,0.76581,0.80531,0.79858,1.0216,1.0882,0.85396,1,0.99961,0.97234,-0.16524,0.0045692,1.1533,0.77902,0.81231,-0.16531,0.025,0.12837
2,4,1,1,2,0.76871,0.80338,0.8185,0.818,0.2655,0.2875,0.5605,0.532,0.33226,0.35437,3.1759,4.8902,4.1587,0.28755,0.1334,0.22487,0.61035,0.61035,0.74527,0.78118,0.26641,0.25558,0.83848,0.89092,0.72015,0.73211,0.76977,0.80974,0.66725,0.69558,1.2345,1.3623,0.80252,1,0.96564,0.76793,-0.13328,0.010263,1.1163,0.71368,0.8124,-0.13294,0.0285,0.06964
2,4,1,1,2,0.79402,0.88909,0.7735,0.762,0.273,0.2925,0.4895,0.467,0.3579,0.3842,3.3607,5.2493,4.7632,0.66024,0.16999,0.27001,0.64248,0.64248,0.78414,0.85182,0.24905,0.21914,0.92855,0.92356,0.76569,0.81696,0.7933,0.89779,0.70742,0.76996,1.3391,1.354,0.83202,1,0.9933,0.86238,-0.082554,0.0034296,1.2049,0.73644,0.88318,-0.0885,0.0165,0.042663
2,4,1,1,2,0.83918,0.88857,0.762,0.767,0.269,0.297,0.485,0.465,0.35723,0.38668,3.4114,5.2151,5.3633,0.14367,0.30411,1,0.65984,0.65984,0.8338,0.85474,0.21625,0.19083,0.95554,0.93114,0.79891,0.83356,0.84458,0.88218,0.77276,0.78641,1.396,1.055,0.85266,1,0.99894,0.90322,-0.089358,0.0029214,1.2194,0.79943,0.87739,-0.079255,0.022,0.057743
