grp,pp,S,IDL,IDR,peakVelL,peakVelR,MTL,MTR,accTimeL,accTimeR,decTimeL,decTimeR,accQL,accQR,IPerfL,IPerfR,IPerfEfL,IPerfEfR,HarmonicityL,HarmonicityR,fL,fR,vfTrajCircularityL,vfTrajCircularityR,vfCircularityL,vfCircularityR,q1L,q1R,q2L,q2R,q3L,q3R,q4L,q4R,maxangleL,maxangleR,MI,rho,flsPC,flsAmp,phDiffMean,phDiffStd,d4D,d3D,d2D,d1D,minPeakDelay,minPeakDelayNorm
1,6,2,1,3,0.82884,0.80969,1.34,1.304,0.497,0.496,0.847,0.813,0.36319,0.38845,1.9399,4.0812,2.9492,1.057,0.11637,0.12203,0.37802,0.37802,0.793,0.80341,0.2701,0.3256,0.85728,0.83549,0.73973,0.70302,0.87063,0.91519,0.75295,0.80146,3.1416,1.7771,0.77309,1,0.97964,0.56383,0.072918,0.010864,1.217,0.52406,1.0343,0.042286,0.007,0.010448
1,6,2,1,3,0.84933,0.82786,1.257,1.27,0.483,0.481,0.773,0.793,0.37806,0.38697,2.068,4.1905,3.1404,0.98531,0.079517,0.074385,0.38069,0.38069,0.81776,0.81483,0.2512,0.31483,0.87774,0.87439,0.7608,0.74002,0.90179,0.93091,0.76781,0.79365,3.1416,1.5014,0.75619,1,0.98855,0.59133,0.049386,0.0098362,1.238,0.54645,1.0488,0.033665,0.01,0.015911
1,6,2,2,1,0.82823,0.85557,1.2485,1.271,0.4815,0.4615,0.764,0.8045,0.39237,0.36754,4.2627,2.0452,4.3017,-0.0076818,0.083804,0.082418,0.40303,0.40303,0.82301,0.82731,0.28716,0.28649,0.87898,0.85466,0.77154,0.75474,0.90139,0.92949,0.74649,0.76372,2.3584,1.5708,0.74186,1,0.99245,0.75368,-0.050215,0.01224,1.2342,0.50706,1.0506,-0.024913,0.0025,0.0040048
1,6,2,2,1,0.88737,0.8777,1.265,1.2545,0.518,0.4655,0.7265,0.8005,0.40962,0.36297,4.2071,2.0722,4.486,0.27805,0.073169,0.072829,0.39725,0.39725,0.86786,0.82915,0.30651,0.33061,0.92947,0.87648,0.8051,0.74608,0.93348,0.94566,0.82854,0.78218,1.5708,1.3832,0.75225,1,0.98865,0.76129,0.026111,0.0089268,1.2692,0.55269,1.0652,0.027059,-0.0215,-0.033992
1,6,2,2,1,0.84343,0.87868,1.273,1.259,0.506,0.444,0.754,0.812,0.3995,0.35188,4.1806,2.0647,4.4214,0.3388,0.089613,0.081677,0.40409,0.40409,0.83236,0.8099,0.27463,0.32784,0.91543,0.879,0.78096,0.73144,0.90435,0.9133,0.78909,0.75515,2.6725,1.4498,0.76126,1,0.97847,0.79812,0.032217,0.0090269,1.2463,0.54901,1.0366,0.041208,-0.01,-0.015711
1,6,2,2,2,0.84168,0.81043,1.639,1.663,0.647,0.597,1.004,1.028,0.40211,0.36825,3.2471,2.4053,3.511,0.65883,0.10069,0.10216,0.28646,0.28646,0.8163,0.76889,0.33205,0.33695,0.91033,0.81471,0.7499,0.65589,0.91091,0.92428,0.76966,0.76889,3.1416,2.0969,0.66747,1,0.99511,0.57342,0.025721,0.015854,1.2609,0.36962,1.1422,0.0071765,0.003,0.0036608
1,6,2,2,2,0.85077,0.79401,1.4205,1.4345,0.5515,0.51,0.8895,0.898,0.37759,0.36897,3.7466,2.7885,3.9257,0.70017,0.092439,0.083415,0.34386,0.34386,0.82481,0.7812,0.31688,0.30705,0.9197,0.83524,0.76216,0.66355,0.89647,0.91975,0.7749,0.77007,3.1416,2.3036,0.67131,1,0.99972,0.62372,0.036551,0.015117,1.2602,0.42501,1.1134,0.013696,0.0025,0.0035199
1,6,2,2,2,0.82897,0.82712,1.465,1.4885,0.5995,0.5165,0.883,0.9425,0.41134,0.35549,3.6327,2.6873,3.9495,0.63336,0.10904,0.097038,0.34782,0.34782,0.81579,0.7985,0.31976,0.37648,0.90199,0.88024,0.74565,0.68439,0.9089,0.92907,0.77043,0.77252,1.6879,1.4934,0.74946,1,0.99922,0.63957,0.01015,0.0072974,1.2672,0.42796,1.1109,0.01461,0.0005,0.00068259
1,6,2,2,3,0.81278,0.7413,1.9045,1.889,0.747,0.6675,1.146,1.2225,0.39461,0.365,2.7947,2.8174,3.1132,1.0225,0.15409,0.15167,0.27011,0.27011,0.7808,0.73013,0.34235,0.35526,0.89073,0.80681,0.72336,0.65445,0.91359,0.90192,0.72554,0.6996,2.2605,2.1232,0.78928,1,0.99872,0.52511,0.081273,0.0093309,1.2879,0.29985,1.2049,0.037295,-0.031,-0.032554
1,6,2,2,3,0.87282,0.80684,1.734,1.7315,0.6545,0.6115,1.079,1.1315,0.3862,0.34743,3.0692,3.0736,3.2444,1.0901,0.15898,0.11862,0.30438,0.30438,0.81541,0.79488,0.36021,0.3408,0.92861,0.86528,0.74948,0.70739,0.9461,0.92689,0.77258,0.74038,3.1416,2.0474,0.77507,1,0.99948,0.57121,0.074758,0.0088034,1.2814,0.40586,1.14,0.052913,-0.005,-0.005767
1,6,2,2,3,0.8198,0.8114,1.704,1.7225,0.677,0.5845,1.064,1.1455,0.39475,0.33341,3.1232,3.0897,3.3681,1.1242,0.13058,0.085081,0.29524,0.29524,0.79585,0.80173,0.30105,0.37644,0.8685,0.86249,0.71564,0.68093,0.91597,0.95849,0.76184,0.70666,3.0374,2.009,0.82039,1,0.99823,0.57035,0.10509,0.0075854,1.267,0.38894,1.1423,0.087432,-0.021,-0.024648
1,6,3,1,1,0.85058,0.87308,0.649,0.6525,0.32,0.3185,0.328,0.3305,0.48881,0.48489,4.0053,3.984,5.6667,0.44932,0.59,0.64442,0.75605,0.75605,0.83729,0.87046,0.17772,0.16333,0.84771,0.87944,0.85397,0.83577,0.82855,0.86517,0.80347,0.88713,1.1004,1.2256,0.77911,1,0.99591,0.93767,-0.10223,0.0078608,1.2194,0.79975,0.8974,-0.094723,0.0205,0.063174
1,6,3,1,1,0.89508,0.91381,0.6305,0.6305,0.3245,0.3015,0.305,0.322,0.50664,0.47983,4.1229,4.1229,6.8304,-0.069831,0.68334,1,0.80218,0.80218,0.89227,0.91158,0.17324,0.18157,0.88806,0.89373,0.88395,0.90226,0.87455,0.92273,0.90691,0.90237,0.92731,1.2616,0.76759,1,0.9991,0.96649,-0.0349,0.0038406,1.2708,0.87867,0.9094,-0.031119,0,0
1,6,3,1,1,0.91779,0.92121,0.62,0.6185,0.3185,0.3005,0.3035,0.312,0.51533,0.49313,4.1927,4.2029,5.7463,-0.047864,0.57967,1,0.80819,0.80819,0.88793,0.89285,0.20462,0.20228,0.86402,0.87874,0.90703,0.88024,0.88192,0.92081,0.88794,0.90417,1.175,1.3303,0.74918,1,0.99978,0.97574,0.014914,0.0064378,1.2541,0.85748,0.88527,0.017255,-0.013,-0.041935
1,6,3,1,2,0.88557,0.87021,0.825,0.817,0.392,0.379,0.422,0.438,0.47578,0.45557,3.1509,4.896,4.5275,0.93628,0.14592,0.26883,0.59108,0.59108,0.86203,0.87375,0.22541,0.24107,0.84949,0.86652,0.85172,0.82505,0.8838,0.92174,0.86053,0.88727,1.475,1.3927,0.7354,1,0.98959,0.81219,-0.019682,0.011206,1.2474,0.74218,0.9647,0.0074584,0.006,0.014545
1,6,3,1,2,0.81827,0.87607,0.903,0.893,0.406,0.393,0.4955,0.5025,0.45756,0.43473,2.8787,4.4793,4.4634,0.62335,0.21436,0.21844,0.55487,0.55487,0.80277,0.86329,0.22406,0.2407,0.80248,0.87596,0.73592,0.772,0.84885,0.91757,0.81592,0.87286,1.2584,1.2642,0.75985,1,0.98956,0.78077,0.0093743,0.0089054,1.2178,0.66143,0.96942,0.0098189,-0.0045,-0.0099668
1,6,3,1,2,0.8643,0.93402,0.792,0.794,0.375,0.369,0.404,0.414,0.48485,0.46763,3.2821,5.0378,4.8571,0.64564,0.16423,0.23675,0.61678,0.61678,0.83213,0.90781,0.23224,0.26533,0.82175,0.90597,0.80252,0.86147,0.87062,0.9367,0.83782,0.92341,1.2946,1.3265,0.78334,1,0.99626,0.85797,0.067377,0.006581,1.2511,0.74099,0.96779,0.06677,-0.019,-0.04798
1,6,3,1,3,0.86791,0.81842,1.1635,1.1685,0.4935,0.48,0.6665,0.6835,0.42063,0.41555,2.2342,4.5546,3.9634,1.3271,0.078334,0.055456,0.42832,0.42832,0.85433,0.81038,0.26545,0.35567,0.88509,0.84895,0.78837,0.71603,0.88924,0.88903,0.84657,0.82044,1.5708,1.6609,0.77499,1,0.99972,0.71886,0.075851,0.0083342,1.2549,0.42483,1.1276,0.057154,-0.014,-0.024065
1,6,3,1,3,0.84519,0.89995,1.105,1.0885,0.4855,0.462,0.601,0.622,0.44789,0.43178,2.3525,4.8892,3.849,1.3017,0.11207,0.10249,0.45839,0.45839,0.83318,0.87804,0.25573,0.27632,0.85177,0.8867,0.78005,0.79502,0.88143,0.94131,0.83271,0.88222,1.4871,1.5103,0.75225,1,0.99858,0.73248,0.029108,0.0067475,1.2631,0.54425,1.0895,0.028934,0,0
1,6,3,1,3,0.84058,0.87301,1.092,1.1,0.471,0.4745,0.6185,0.6255,0.4392,0.43515,2.3805,4.8381,4.119,1.1087,0.080931,0.086205,0.45211,0.45211,0.82666,0.8575,0.23513,0.30995,0.85257,0.86474,0.77795,0.77633,0.85626,0.92408,0.81697,0.86606,3.1416,1.5708,0.75807,1,0.99969,0.74065,0.039787,0.0068907,1.2482,0.48644,1.1041,0.027188,-0.005,-0.0091575
1,6,3,2,1,0.91268,0.92376,1.135,1.13,0.519,0.457,0.642,0.7,0.43514,0.39027,4.6889,2.3004,5.1992,0.032121,0.087229,0.08647,0.44041,0.44041,0.88004,0.85273,0.32748,0.30581,0.91386,0.8916,0.83824,0.79568,0.9204,0.93639,0.84453,0.79187,2.054,1.4523,0.75207,1,0.98192,0.83041,0.0016104,0.0072039,1.2598,0.52314,1.0788,0.0073829,-0.001,-0.0017621
1,6,3,2,1,0.88578,0.86291,1.236,1.248,0.547,0.49,0.698,0.737,0.44156,0.39138,4.3058,2.0829,4.7142,0.086967,0.066307,0.060006,0.38365,0.38365,0.86862,0.81295,0.28428,0.27919,0.91326,0.87312,0.8158,0.74647,0.90897,0.89373,0.83244,0.74524,1.7249,1.3696,0.75996,1,0.9755,0.77975,0.03265,0.0066553,1.2449,0.45616,1.0976,0.025913,-0.021,-0.033981
1,6,3,2,1,0.86812,0.81341,1.1725,1.1655,0.5095,0.487,0.6395,0.654,0.44955,0.43035,4.539,2.2304,4.9106,-0.05442,0.073449,0.084693,0.42969,0.42969,0.85037,0.79746,0.26227,0.24936,0.88505,0.80975,0.79721,0.76211,0.9154,0.88507,0.84366,0.76548,3.0314,1.5708,0.76073,1,0.98683,0.80535,0.017032,0.0034129,1.2397,0.40221,1.1345,0.014816,-0.0045,-0.0076759
1,6,3,2,2,0.8966,0.86902,1.2305,1.2425,0.536,0.477,0.6745,0.75,0.43781,0.39098,4.325,3.2194,4.6654,0.8757,0.10084,0.062234,0.41853,0.41853,0.88749,0.83296,0.26877,0.33095,0.92119,0.88318,0.84775,0.75623,0.91309,0.90833,0.87016,0.81228,1.9508,1.5708,0.749,1,0.995,0.76183,0.026968,0.0090803,1.2782,0.41758,1.143,0.028117,-0.018,-0.029256
1,6,3,2,2,0.88104,0.89786,1.3385,1.3335,0.575,0.5245,0.7895,0.8295,0.42518,0.37775,3.9762,2.9996,4.5608,0.65234,0.1198,0.057311,0.34467,0.37339,0.85145,0.84423,0.26876,0.32325,0.90695,0.91651,0.79468,0.79359,0.92584,0.92221,0.81321,0.76593,2.9695,1.5708,0.76631,1.0833,0.84619,0.63806,-0.33141,0.90273,1.2819,0.38743,1.1589,0.73331,-0.027,-0.040344
1,6,3,2,2,0.86398,0.83358,1.3075,1.298,0.572,0.4875,0.7335,0.8165,0.44142,0.37154,4.0704,3.0817,4.6277,0.66315,0.076402,0.049217,0.3756,0.3756,0.84459,0.79896,0.31628,0.29472,0.89556,0.88374,0.78352,0.73037,0.91273,0.90122,0.81772,0.75604,1.8327,1.5249,0.7928,1,0.99375,0.71402,0.074612,0.0056371,1.2762,0.39715,1.1589,0.075394,-0.038,-0.058126
1,6,3,2,3,0.87044,0.801,1.882,1.8325,0.688,0.6795,1.139,1.183,0.38946,0.37143,2.8279,2.9042,3.3948,0.88697,0.10411,0.13356,0.26537,0.26537,0.81766,0.75852,0.34223,0.36959,0.92676,0.85315,0.72483,0.67996,0.93926,0.9164,0.76956,0.73576,3.1416,2.2397,0.76484,1,0.99707,0.52926,0.046992,0.0058187,1.3073,0.26235,1.225,0.027415,-0.047,-0.049947
1,6,3,2,3,0.86091,0.86586,1.479,1.526,0.625,0.5855,0.8525,0.9385,0.42279,0.3802,3.5987,3.4875,3.9885,1.147,0.11886,0.1132,0.32552,0.32552,0.83432,0.8452,0.29959,0.31792,0.89385,0.89959,0.76413,0.71535,0.90945,0.93141,0.81777,0.82304,2.9219,2.3474,0.76413,1,0.99981,0.58441,0.035614,0.0055727,1.2964,0.30226,1.2056,0.029789,-0.0235,-0.031778
1,6,3,2,3,0.85356,0.87733,1.759,1.7635,0.7075,0.6365,1.0375,1.111,0.40736,0.36393,3.0256,3.0178,3.5414,1.1677,0.10039,0.098651,0.27743,0.27743,0.81834,0.79431,0.24589,0.34171,0.89662,0.91231,0.7417,0.73882,0.93155,0.92982,0.79542,0.73439,3.0974,2.2357,0.80457,1,0.99926,0.53184,0.04282,0.0037684,1.3117,0.24666,1.2379,0.037248,-0.02,-0.02274
1,8,1,1,1,0.84572,0.85121,0.3415,0.343,0.1815,0.176,0.1625,0.167,0.52515,0.51823,7.6119,7.5786,7.8004,-2.9806,1,1,1.4936,1.4936,0.75908,0.84679,0.17944,0.13312,0.72968,0.85496,0.82929,0.81066,0.86461,0.78126,0.75137,0.88341,1.0934,0.84436,0.73287,1,0.99058,0.96498,-0.13496,0.0036844,1.1532,0.86413,0.76916,-0.12522,0.015,0.087848
1,8,1,1,1,0.90027,0.90109,0.3165,0.317,0.166,0.167,0.1495,0.151,0.52527,0.5268,8.2132,8.2002,10.189,-2.9342,1,1,1.5625,1.5625,0.87386,0.87495,0.1237,0.16209,0.84301,0.87798,0.90533,0.84893,0.87866,0.81639,0.87322,0.94165,0.95654,1.007,0.85121,1,0.99896,0.89038,-0.089485,0.0033165,1.2179,0.93584,0.7716,-0.087021,0.0095,0.060032
1,8,1,1,1,0.90534,0.92737,0.3315,0.333,0.1765,0.173,0.1565,0.1575,0.53274,0.52485,7.8415,7.8062,7.5804,-3.0628,1,1,1.5259,1.5259,0.89178,0.90509,0.15114,0.1501,0.89123,0.90739,0.8485,0.8741,0.82189,0.84059,0.9235,0.94801,1.0042,0.8945,0.7392,1,0.98463,0.96921,-0.0078868,0.0070165,1.2254,0.93664,0.76443,-0.01761,0.001,0.0060332
1,8,1,1,2,0.83586,0.79926,0.753,0.774,0.296,0.293,0.462,0.483,0.38301,0.37475,3.4521,5.168,4.676,0.53816,0.073303,0.072746,0.63189,0.63189,0.80398,0.78179,0.22774,0.26619,0.8484,0.83628,0.67344,0.65809,0.87605,0.84135,0.80523,0.78239,1.5708,1.5072,0.76634,1,0.98998,0.84309,-0.029753,0.0034187,1.161,0.37237,1.0258,-0.022025,0.005,0.01328
1,8,1,1,2,0.83804,0.7925,0.9135,0.907,0.284,0.321,0.63,0.594,0.32334,0.35024,2.8456,4.4102,4.3208,0.22045,0.11693,0.10041,0.53267,0.53267,0.77669,0.73118,0.28252,0.31021,0.87762,0.84724,0.67565,0.61601,0.87219,0.80925,0.73609,0.70155,1.889,1.5708,0.86613,1,0.99812,0.85734,-0.078404,0.0041422,1.1171,0.47139,0.91185,-0.078687,0.0245,0.05364
1,8,1,1,2,0.90468,0.83573,0.8165,0.824,0.2995,0.3295,0.5075,0.502,0.36787,0.38278,3.1837,4.8544,4.0878,0.38609,0.20994,0.25861,0.61035,0.61035,0.84056,0.82413,0.24882,0.24127,0.92853,0.9154,0.70617,0.7709,0.87417,0.84311,0.83141,0.7687,1.31,1.2842,0.80936,1,0.98133,0.80304,-0.11251,0.0095267,1.1841,0.68315,0.91457,-0.10401,0.024,0.058788
1,8,1,1,3,0.78018,0.76681,1.152,1.1325,0.3595,0.422,0.756,0.7365,0.32132,0.35427,2.2565,4.6994,3.3655,0.90331,0.033868,0.052839,0.43597,0.43597,0.72846,0.72366,0.30635,0.28655,0.85084,0.87745,0.63665,0.64843,0.82086,0.81753,0.67105,0.68114,3.1416,2.0669,0.80685,1,0.99352,0.67578,-0.033876,0.002529,1.1698,0.2205,1.1049,-0.028433,0.0365,0.063368
1,8,1,1,3,0.81346,0.78834,1.294,1.2885,0.399,0.443,0.8925,0.8715,0.3142,0.32752,2.0089,4.1304,2.9749,0.99519,0.075894,0.070585,0.37435,0.37435,0.75172,0.74366,0.29964,0.37302,0.89322,0.93246,0.65032,0.68319,0.85703,0.84966,0.70721,0.70723,1.9455,2.2996,0.85454,1,0.97524,0.54893,-0.091009,0.004294,1.1801,0.38909,1.0432,-0.077828,0.014,0.021638
1,8,1,1,3,0.76378,0.7736,1.142,1.177,0.364,0.413,0.782,0.748,0.31555,0.34418,2.2762,4.5216,2.6447,1.2789,0.034272,0.04772,0.43194,0.43194,0.71054,0.73535,0.26791,0.3382,0.83778,0.90502,0.5947,0.69522,0.73403,0.8176,0.68338,0.66805,2.0294,2.2555,0.80899,1,0.93156,0.54302,-0.072895,0.0064996,1.1209,0.36044,1.0317,-0.044382,0.035,0.061296
1,8,1,2,1,0.89452,0.83158,1.398,1.413,0.463,0.439,0.92,0.965,0.3338,0.31625,3.8068,1.8397,4.2833,-0.0067897,0.052922,0.035898,0.35807,0.35807,0.81029,0.77155,0.3648,0.25892,0.95866,0.90306,0.70078,0.66038,0.94516,0.8646,0.7319,0.68778,2.222,3.1416,0.79421,1,0.99928,0.65103,-0.062664,0.0028862,1.2326,0.22017,1.142,-0.044083,0.035,0.050072
1,8,1,2,1,0.87909,0.79339,1.433,1.4295,0.495,0.4555,0.925,0.9635,0.34536,0.31941,3.7138,1.8184,3.8996,0.017504,0.049108,0.036835,0.34386,0.34386,0.77662,0.73172,0.35866,0.30517,0.92927,0.87646,0.69368,0.67069,0.94877,0.87929,0.71477,0.68066,2.593,1.8458,0.83912,1,0.99622,0.65532,-0.061767,0.003503,1.2292,0.20889,1.1447,-0.043098,0.002,0.0027913
1,8,1,2,1,0.87709,0.87498,1.378,1.389,0.411,0.434,0.969,0.933,0.31691,0.32329,3.8621,1.8715,3.9826,0.081906,0.04942,0.03785,0.35807,0.35807,0.77554,0.78133,0.35587,0.30623,0.91087,0.92352,0.66091,0.72181,0.94229,0.90013,0.72068,0.69444,3.1416,1.5708,0.82818,1,0.9995,0.64477,-0.076067,0.0045868,1.2157,0.24328,1.1127,-0.047227,0.036,0.05225
1,8,1,2,2,0.82974,0.80856,1.335,1.323,0.4735,0.4415,0.8135,0.8345,0.37244,0.35128,3.9865,3.0235,4.0934,0.45658,0.054621,0.04257,0.40303,0.40303,0.75571,0.73668,0.31924,0.31755,0.89494,0.88765,0.7209,0.65285,0.91294,0.85846,0.68411,0.71631,2.8138,3.0445,0.82627,1,0.99979,0.70083,-0.048928,0.0036036,1.2293,0.15642,1.1706,-0.031514,0.0175,0.026217
1,8,1,2,2,0.78286,0.71042,1.61,1.7395,0.565,0.56,1.0895,1.1285,0.34604,0.3312,3.3056,2.2995,3.5184,0.58014,0.076573,0.06034,0.29415,0.29415,0.72886,0.68334,0.37377,0.37791,0.86984,0.84259,0.62851,0.59651,0.9024,0.85377,0.69188,0.68148,3.1416,1.9019,0.81432,1,0.99883,0.51987,-0.045064,0.0027016,1.2282,0.1879,1.1586,-0.034359,0.027,0.03354
1,8,1,2,2,0.81829,0.88262,1.522,1.532,0.468,0.465,1.042,1.072,0.30586,0.3088,3.4967,2.611,3.8985,0.23021,0.045085,0.041256,0.33053,0.33053,0.73804,0.77506,0.3761,0.35649,0.90676,0.88481,0.62957,0.6869,0.94893,0.93954,0.71607,0.70545,2.3635,1.7684,0.81357,1,0.99641,0.63632,-0.073328,0.0048354,1.2258,0.25429,1.1171,-0.045083,0.045,0.059133
1,8,1,2,3,0.8253,0.81964,1.967,2.006,0.683,0.6565,1.329,1.363,0.34337,0.33074,2.7056,2.653,2.9259,0.60008,0.087208,0.057578,0.24172,0.24172,0.71597,0.73795,0.38766,0.35509,0.90705,0.91311,0.6176,0.64856,0.9316,0.92327,0.68622,0.69525,3.0201,2.8187,0.80487,1,0.99819,0.43325,-0.054221,0.0022954,1.237,0.18754,1.1643,-0.044565,0.0315,0.032028
1,8,1,2,3,0.75745,0.73154,1.8845,1.9025,0.6315,0.5795,1.274,1.2975,0.33942,0.30684,2.8244,2.7974,3.0483,0.59104,0.079001,0.05351,0.24671,0.24671,0.77408,0.72442,0.3842,0.38588,0.86525,0.85478,0.60336,0.59547,0.92059,0.86622,0.65721,0.66927,2.8819,2.3476,0.81553,1,0.99967,0.45612,-0.049574,0.0026407,1.2014,0.21322,1.1191,-0.04086,0.021,0.022287
1,8,1,2,3,0.7694,0.78678,2.109,2.091,0.7195,0.6705,1.3625,1.397,0.34923,0.32939,2.5235,2.5452,2.8091,0.59612,0.0879,0.053684,0.25599,0.25599,0.71435,0.76203,0.40928,0.33711,0.87882,0.921,0.59726,0.67345,0.91922,0.8963,0.67645,0.69114,3.1292,2.8521,0.82718,1,0.99884,0.46143,-0.070167,0.0039567,1.213,0.1886,1.1431,-0.048264,0.0365,0.034614
1,8,2,1,1,0.89397,0.89447,0.281,0.2795,0.156,0.146,0.129,0.135,0.55087,0.51813,9.2509,9.3004,9.8983,-2.5896,1,1,1.8029,1.8029,0.87671,0.87419,0.1492,0.14258,0.76714,0.88856,0.93916,0.83938,0.89585,0.86029,0.83402,0.94677,0.8275,1.1546,0.74577,1,0.95555,0.96027,-0.054477,0.0077759,1.221,0.94006,0.80609,-0.04263,0.005,0.035587
1,8,2,1,1,0.89371,0.84367,0.261,0.26,0.148,0.141,0.1155,0.1205,0.55493,0.54029,9.9596,9.9979,11.986,-3.6635,1,1,1.9531,1.9531,0.86186,0.8161,0.14692,0.14891,0.7983,0.82583,0.91528,0.78744,0.88305,0.79542,0.91805,0.88033,0.81587,0.86536,0.80664,1,0.99199,0.74996,-0.085257,0.0062387,1.2016,0.89837,0.79505,-0.082499,0.0065,0.049808
1,8,2,1,1,0.88624,0.82551,0.226,0.228,0.128,0.125,0.11,0.107,0.54472,0.53942,11.502,11.401,15.378,-4.0828,1,1,2.1484,2.2461,0.85234,0.80148,0.15699,0.16131,0.80532,0.7971,0.91152,0.79084,0.88784,0.77766,0.84242,0.83319,0.88702,0.76041,0.74543,1,0.9907,0.67758,-0.037321,0.0074842,1.1882,0.90047,0.79029,-0.041277,0.002,0.017699
1,8,2,1,2,0.87561,0.88333,0.5885,0.593,0.2785,0.283,0.3195,0.3205,0.46019,0.45892,4.4171,6.7455,6.6641,0.27269,1,1,0.83705,0.83705,0.8693,0.88211,0.18306,0.18192,0.89262,0.93822,0.82706,0.88441,0.84318,0.82934,0.87702,0.84937,1.0481,1.3175,0.77595,1,0.99201,0.9554,0.050175,0.0045862,1.2415,0.8051,0.91045,0.041733,-0.0055,-0.018692
1,8,2,1,2,0.83954,0.91817,0.579,0.583,0.269,0.274,0.305,0.305,0.46724,0.46441,4.4896,6.8611,6.8634,0.42748,1,1,0.87193,0.87193,0.8328,0.90033,0.20414,0.20543,0.84682,0.93782,0.79938,0.8761,0.8554,0.85549,0.84015,0.88829,1.2472,1.2259,0.75877,1,0.99918,0.99525,0.051912,0.0048424,1.227,0.81039,0.90425,0.046278,-0.007,-0.02418
1,8,2,1,2,0.88555,0.85396,0.5025,0.494,0.2495,0.2465,0.2515,0.2605,0.50685,0.49475,5.1731,8.0972,6.6792,-0.018231,1,1,1.0173,1.0173,0.87594,0.8596,0.15183,0.16833,0.83761,0.88655,0.88415,0.84324,0.89352,0.81573,0.83714,0.85825,1.2494,0.96174,0.75264,1,0.99511,0.99661,0.018819,0.0025622,1.218,0.83075,0.87771,0.010661,-0.003,-0.01194
1,8,2,1,3,0.78416,0.78772,1.1955,1.1815,0.384,0.411,0.8095,0.7885,0.32187,0.35124,2.1744,4.5044,3.3756,1.0593,0.056637,0.032833,0.41853,0.41853,0.73818,0.75266,0.30595,0.34169,0.83501,0.86164,0.63589,0.65737,0.86772,0.85141,0.71183,0.74881,1.6299,2.3634,0.77394,1,0.99258,0.65156,-0.020671,0.0023898,1.1934,0.29835,1.0825,-0.019296,0.028,0.046842
1,8,2,1,3,0.8931,0.78336,1.1965,1.227,0.398,0.428,0.805,0.7885,0.33063,0.34955,2.1726,4.3375,3.0091,1.0587,0.054322,0.064425,0.38726,0.38726,0.79248,0.75872,0.26273,0.34111,0.8955,0.88239,0.68042,0.67374,0.87388,0.84026,0.72487,0.73397,1.7281,1.5337,0.79226,1,0.95802,0.53278,-0.04583,0.00404,1.1739,0.35597,1.0523,-0.046666,0.021,0.035102
1,8,2,1,3,0.86756,0.84078,1.451,1.469,0.449,0.505,0.983,0.965,0.31323,0.33944,1.7915,3.6228,2.6639,0.9567,0.065072,0.074515,0.34555,0.34555,0.77959,0.77822,0.29409,0.33767,0.90483,0.93144,0.67429,0.70422,0.87264,0.87377,0.70731,0.7359,2.4798,2.3504,0.78392,1,0.98989,0.54994,-0.034384,0.0025763,1.1951,0.28955,1.0775,-0.028736,0.013,0.017919
1,8,2,2,1,0.83241,0.80735,1.331,1.3385,0.445,0.4645,0.882,0.867,0.33757,0.33512,3.9985,1.9421,4.4949,0.15956,0.044227,0.038686,0.37042,0.37042,0.78729,0.77373,0.33132,0.34133,0.87225,0.86551,0.66618,0.61646,0.93363,0.86095,0.74974,0.77642,2.23,2.0222,0.75938,1,0.99762,0.6848,-0.0054408,0.002014,1.2321,0.26682,1.1217,-0.0072135,0.0115,0.01728
1,8,2,2,1,0.82979,0.81602,1.325,1.318,0.437,0.4535,0.869,0.858,0.34413,0.34761,4.0166,1.9723,4.5896,-0.10706,0.055808,0.058894,0.38147,0.38147,0.78471,0.79096,0.36425,0.32098,0.88811,0.88014,0.68022,0.62314,0.92534,0.85744,0.76355,0.81425,3.0854,1.5275,0.75886,1,0.99268,0.72636,0.020481,0.0046682,1.2234,0.2795,1.1209,0.0049132,0.0215,0.032453
1,8,2,2,1,0.85576,0.8463,1.377,1.43,0.452,0.4915,0.9305,0.9305,0.33906,0.34622,3.8649,1.8178,3.9931,0.3241,0.054901,0.047858,0.34877,0.34877,0.77957,0.79139,0.37118,0.3146,0.90694,0.89746,0.69197,0.67406,0.90845,0.90008,0.74309,0.78489,2.7319,1.5708,0.75826,1,0.99991,0.62528,-0.031958,0.0017697,1.2295,0.22934,1.1309,-0.024587,-0.0075,-0.010893
1,8,2,2,2,0.89476,0.86031,1.426,1.4405,0.5145,0.487,0.9145,0.929,0.35468,0.34186,3.7321,2.7768,3.8739,0.59743,0.060512,0.039479,0.34386,0.34386,0.80767,0.79014,0.33219,0.34708,0.92826,0.90357,0.73255,0.68046,0.95432,0.92176,0.76093,0.75653,3.1416,3.0912,0.78473,1,0.99985,0.60728,-0.012724,0.0024053,1.2611,0.20447,1.1743,-0.011085,0.009,0.012623
1,8,2,2,2,0.90129,0.84415,1.476,1.492,0.482,0.493,0.98,0.977,0.32112,0.33537,3.6056,2.681,4.1261,0.69564,0.079093,0.042522,0.34265,0.34265,0.81586,0.78002,0.35231,0.33948,0.94117,0.90662,0.71674,0.66744,0.96242,0.90853,0.75971,0.7596,1.924,1.744,0.7712,1,0.9997,0.62347,-0.029025,0.0015639,1.2825,0.23661,1.1893,-0.021621,0,0
